Ch2 tests
./data/A-n32-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 784),
v,19,cs,1754.3804741650365,d=2106.3805737865946
v,15,cs,2153.178565369183,d=2014.6945107066501
v,17,cs,1827.0345585199975,d=1968.1814353109678
v,12,cs,2766.652346012719,d=1881.3305430498244
v,11,cs,3058.477815492442,d=1907.0419536606175
v,18,cs,1780.3578067527428,d=2167.446392945269
v,20,cs,1720.8332340176821,d=2158.3361490918396
v,16,cs,2045.9514646924702,d=2197.6150770572276
v,26,cs,1505.462872380882,d=2486.8453107268488
v,28,cs,1473.8784030219458,d=2500.071101670423
v,25,cs,1557.9157885780587,d=2368.1253134030726
v,24,cs,1602.6313595680501,d=2321.727149841072
v,22,cs,1664.601774340325,d=2310.4695279360258
v,13,cs,2638.3052414448243,d=2178.55446310532
v,14,cs,2213.2401841958713,d=2070.7399237430272
v,23,cs,1663.257534385445,d=2380.160903934466
v,21,cs,1670.4894912982659,d=2194.666699790878
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
v,20,cs,1699.9754014282937,d=2187.551998709357
v,16,cs,1876.1498775699636,d=2199.262943123762
v,28,cs,1485.8749044646574,d=2520.4627929485564
v,30,cs,1332.9284959840838,d=2521.583032810593
v,23,cs,1608.0328416051802,d=2300.9542445879642
v,11,cs,3140.6028333595045,d=2027.1444334011555
v,12,cs,2605.862677124037,d=2093.9007607985354
v,14,cs,2133.913366619116,d=2073.149159768705
v,15,cs,2071.78446835108,d=2093.714928116889
v,21,cs,1666.0182363123313,d=2250.795133750963
v,10,cs,3405.1656660035,d=1719.551716520956
v,13,cs,2471.9804987777306,d=2124.100860260115
v,19,cs,1864.7959386300322,d=2086.3216396745056
v,25,cs,1530.9707723413658,d=2385.41967909203
v,24,cs,1575.267098835121,d=2351.2081335725784
./data/A-n33-k6.vrp,COMMENT : (Augerat et al, Min no of trucks: 6, Optimal value: 742),
v,16,cs,1940.0567931827509,d=2141.1135216297894
v,11,cs,2797.9661389842367,d=1825.5572796165247
v,20,cs,1658.6303538954544,d=2244.208363152069
v,10,cs,3007.641691600803,d=1763.3866279105791
v,19,cs,1784.3396252037721,d=2060.1106163473924
v,25,cs,1546.193566612203,d=2306.7012733802044
v,15,cs,2082.9857671064096,d=2056.1528997193586
v,23,cs,1590.558576480316,d=2286.2462350536603
v,18,cs,1876.4774601874317,d=2192.089203793091
v,17,cs,1936.2918512362578,d=2017.0494861071684
v,13,cs,2190.777956936353,d=1760.2429966462546
v,12,cs,2580.4377616023,d=1936.9480211762534
Grand front,A-n33-k6.vrp,n,22,obj0Max,33.0,obj0Min,6.0,obj1Max,4306.284095934875,obj1Min,1272.0466121659788
V,27,CS,1441.7475624460587
V,6,CS,4306.284095934875
V,15,CS,2027.267768178705
V,11,CS,2696.647330453879
V,22,CS,1611.6012102226166
V,7,CS,3720.0541050484285
V,18,CS,1748.4485332306117
V,29,CS,1354.9904606752289
V,26,CS,1470.6992335969815
V,23,CS,1524.9391117761666
V,33,CS,1272.0466121659788
V,8,CS,3252.4869940016806
V,9,CS,3242.319739870863
V,12,CS,2382.861069161862
V,10,CS,2775.482261581455
V,25,CS,1516.9694629378832
V,17,CS,1827.0345585199975
V,16,CS,1876.1498775699636
V,30,CS,1332.9284959840838
V,14,CS,2133.913366619116
V,20,CS,1658.6303538954544
V,13,CS,2190.777956936353
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,17,cs,2507.770935616998,d=2369.770921781195
v,26,cs,1976.2162072756905,d=2831.733825697759
v,28,cs,1875.9716333339318,d=2894.255052757548
v,21,cs,2115.199371986611,d=2737.612808575597
v,20,cs,2230.1862117331857,d=2478.0678241789583
v,15,cs,2720.833809904133,d=2548.076353913914
v,13,cs,3155.8213536665926,d=2380.223207348918
v,16,cs,2615.7800662644104,d=2382.295655282814
v,24,cs,1988.2385716828192,d=2838.629494895306
v,22,cs,2084.7750400270106,d=2797.28679888975
v,18,cs,2404.7276853772164,d=2737.8835482132604
v,23,cs,2054.8274536869585,d=2679.0247055112445
v,19,cs,2337.0042550781386,d=2511.203323567117
v,5,cs,6054.968974948098,d=1840.500175776658
v,7,cs,4947.085756844451,d=2060.5029096872922
v,10,cs,3625.553893128842,d=2162.7012565160244
v,14,cs,2976.5911992088495,d=2206.36391448842
v,12,cs,3409.7705432763137,d=2139.5402424738177
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,16,cs,2549.122983907323,d=2447.7001980516534
v,13,cs,3127.389799648328,d=2339.9140484326927
v,20,cs,2211.7720176946113,d=2552.3129677725874
v,19,cs,2306.10219707277,d=2535.596373571171
v,31,cs,1757.3214872044466,d=3041.3459306400555
v,30,cs,1759.5556285330524,d=2903.6142063182147
v,27,cs,1886.9744762976377,d=2844.152527186837
v,23,cs,2049.9756327625373,d=2689.142326151745
v,12,cs,3546.137977787415,d=2332.2224248312887
v,15,cs,2706.0204962539733,d=2220.2598689096053
v,17,cs,2485.8538663463714,d=2430.4818080675072
v,34,cs,1577.566331579781,d=3155.132663159562
v,29,cs,1786.0125278430169,d=2852.277279958501
v,32,cs,1626.269514227325,d=3114.252869756967
v,26,cs,2011.8646213618576,d=2964.4016023376334
v,22,cs,2079.8288601107583,d=2715.092876375814
v,11,cs,3624.7537147241765,d=2245.49013121205
v,14,cs,2769.3317979464555,d=2314.7765987652947
v,18,cs,2341.1444679961114,d=2611.952175081347
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,17,cs,2468.030728091581,d=2426.8272402612106
v,21,cs,2073.511819158708,d=2733.6713897730383
v,15,cs,2736.3156243363705,d=2467.824437307997
v,19,cs,2350.1499263674173,d=2417.6933193855007
v,25,cs,1941.7948788750505,d=2783.1155432250803
v,14,cs,2774.0082236097355,d=2362.391780743531
v,16,cs,2561.373417332231,d=2471.8540246242687
v,20,cs,2226.4144579653935,d=2511.8128777110496
v,6,cs,5468.603815650228,d=1842.419757474134
v,8,cs,4504.837447872839,d=2112.5284570811864
v,9,cs,4358.980990475482,d=2040.5060476788603
v,13,cs,3043.0788621071692,d=2282.200809078883
v,18,cs,2383.433736716417,d=2590.705869260019
v,10,cs,3923.1151748066663,d=2100.3164458596107
v,11,cs,3780.8792276563813,d=2245.7783402472883
v,12,cs,3366.04700869799,d=2340.7960323948028
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,34,cs,1577.5663315797815,d=3155.132663159563
v,26,cs,2006.7235231769741,d=2720.429252715033
v,16,cs,2557.658957792155,d=2438.346559721538
v,19,cs,2252.3203699374844,d=2602.8342109632745
v,15,cs,2724.259150800249,d=2254.057054961536
v,17,cs,2501.4285889583157,d=2501.6733867419625
v,22,cs,2172.9076541777763,d=2865.830169523081
v,12,cs,3431.386411771143,d=2332.69469069626
v,10,cs,3930.8440082076213,d=1915.4551713804196
v,18,cs,2460.6974897573014,d=2729.075413902038
v,23,cs,2117.4767452459664,d=2725.1036329280387
v,24,cs,2044.9170588944874,d=2865.470390870099
v,27,cs,1912.4396226974345,d=2843.6025099445424
v,13,cs,3124.861341248611,d=2340.588371608125
v,21,cs,2242.1333922790777,d=2761.9513551440596
v,14,cs,2877.379123732945,d=2555.216010278367
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,27,cs,1914.218520613982,d=2905.989434058169
v,15,cs,2534.783610683098,d=2487.484351459416
v,17,cs,2503.545937039553,d=2472.93647484765
v,34,cs,1577.566331579781,d=3155.132663159562
v,29,cs,1812.7914086950677,d=2904.2635644778948
v,24,cs,2021.1664304134895,d=2867.5527293220534
v,25,cs,1923.5191924302198,d=2896.767395724517
v,23,cs,2113.1536848579594,d=2682.9860948108503
v,18,cs,2278.086142860857,d=2609.1945964634865
v,21,cs,2149.911861048039,d=2707.137853264201
v,22,cs,2124.6043652324147,d=2659.1352059208007
v,14,cs,2708.1436832489903,d=2478.3962572850614
v,12,cs,3021.673205641399,d=2286.8028706212276
v,10,cs,3929.3247599811957,d=2106.1135420467112
v,9,cs,4322.667415599087,d=2070.3233812215194
v,20,cs,2204.737031925795,d=2697.9079166993374
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,12,cs,3285.7064407584676,d=2380.6831702834797
v,16,cs,2596.3857716674015,d=2321.9010266213954
v,14,cs,2909.8458903963983,d=2346.000551585853
v,13,cs,3075.5665562717277,d=2429.7460715377333
v,17,cs,2493.6554574604584,d=2318.2309751384455
v,15,cs,2668.2015778653927,d=2448.750807327051
v,19,cs,2315.57258125761,d=2547.7524393996273
v,21,cs,2128.1082765440137,d=2572.591105599581
v,5,cs,6086.752555464232,d=2079.7121625674345
v,9,cs,4357.3134279772685,d=2119.9517382616123
v,11,cs,3616.4614012757506,d=2087.033530693712
v,24,cs,2060.2102452238937,d=2722.586974387488
v,26,cs,2000.4640947647624,d=2974.117256241569
v,20,cs,2211.9921767905985,d=2676.2228331532356
v,18,cs,2435.1873078435738,d=2487.362868993471
v,23,cs,2087.3656626077586,d=2796.361973151851
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,17,cs,2491.8086267834333,d=2466.8801923170563
v,13,cs,3049.2459186493547,d=2273.2623305141406
v,18,cs,2363.2043203673566,d=2591.143698379504
v,15,cs,2731.0893463194075,d=2438.0439814287893
v,16,cs,2590.2317828122445,d=2659.455800147386
v,27,cs,1974.105534445602,d=2912.184373515819
v,26,cs,1990.9215571224872,d=2624.377469357075
v,11,cs,3643.0198067604742,d=2190.761116986201
v,20,cs,2168.611470290497,d=2533.1521253066185
v,19,cs,2309.933254171324,d=2681.6276227543376
v,14,cs,2952.614002899453,d=2511.3872782075687
v,12,cs,3094.098877437753,d=2449.6883866191233
v,24,cs,2000.3623428824956,d=2818.5460733227897
v,22,cs,2013.7053212848068,d=2792.6510288194904
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,25,cs,1976.3528047995037,d=2743.224956009467
v,19,cs,2248.3394138170074,d=2477.2906106955074
v,23,cs,2046.9135879605146,d=2687.3487460119923
v,22,cs,2053.1324658752183,d=2716.3795038620874
v,34,cs,1577.566331579781,d=3155.132663159562
v,16,cs,2495.53635299794,d=2613.1802202904814
v,5,cs,5963.606493095475,d=1854.4974027566577
v,10,cs,3751.5089976701856,d=2181.888373736885
v,6,cs,5752.108437253614,d=1946.048006636028
v,9,cs,4195.592226556933,d=1950.7686484580804
v,18,cs,2436.942854974545,d=2575.993923190617
v,13,cs,2980.381785331557,d=2366.490843338923
v,15,cs,2806.4783454101757,d=2290.3288576646414
v,12,cs,3356.449575472593,d=2217.283284382912
v,14,cs,2868.286428352656,d=2421.5685421986223
v,8,cs,4637.880617163323,d=2025.7712117323244
v,11,cs,3443.074740535093,d=2175.0960721835527
v,20,cs,2157.163148737287,d=2563.013667415636
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,17,cs,2464.5261563551876,d=2449.5384013672774
v,5,cs,6026.129750068066,d=1920.298211983989
v,7,cs,4853.046831346541,d=1943.8174896396356
v,12,cs,3541.506128747879,d=2272.465578336634
v,23,cs,2055.7922793126586,d=2836.9936833131574
v,11,cs,3676.805520718485,d=2041.7703688360855
v,14,cs,2829.4666182862447,d=2320.580844904304
v,29,cs,1873.4205674000386,d=2891.0941826929707
v,26,cs,1902.6043496939387,d=2808.8601618693597
v,25,cs,1915.77756416673,d=2833.184754343751
v,10,cs,4117.1328039018135,d=2264.1812764109404
v,9,cs,4325.530165229995,d=2270.790866784891
v,13,cs,3218.8126027091175,d=2192.18040226132
v,18,cs,2446.718667947302,d=2497.5752410396713
v,16,cs,2562.735288750009,d=2158.6623251674555
v,22,cs,2105.8112684686016,d=2823.905758395881
v,19,cs,2190.2621021729406,d=2497.3899684041257
./data/A-n34-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 778),
v,16,cs,2600.38680715432,d=2387.1058695381985
v,21,cs,2128.3907716075605,d=2564.328969003529
v,29,cs,1805.199680872206,d=3003.0907570603044
v,8,cs,4682.654406591967,d=2203.4887032196757
v,20,cs,2282.268014823493,d=2620.292501463789
v,19,cs,2345.3704645360463,d=2474.8210529268104
v,17,cs,2451.2137105192764,d=2436.312013979667
v,23,cs,2088.4380604006737,d=2778.3294286369905
v,25,cs,1909.5159541057565,d=2854.7901339827167
v,15,cs,2685.9066467158864,d=2490.7947406142534
v,14,cs,2856.735427567834,d=2526.595620073427
v,13,cs,3109.2183249705395,d=2309.8493191917723
v,30,cs,1740.896757216508,d=3013.8822650870425
v,27,cs,1895.726277698112,d=2988.28869810373
v,28,cs,1868.3040970480347,d=2938.642586359937
v,24,cs,2042.4758934560123,d=2871.3540595008494
v,9,cs,4257.338194949423,d=2095.930906401405
v,10,cs,4074.394722801275,d=2042.803692338071
v,11,cs,4023.094606683166,d=2241.620021307295
v,12,cs,3437.3540323423013,d=2247.436405428594
Grand front,A-n34-k5.vrp,n,29,obj0Max,34.0,obj0Min,5.0,obj1Max,5963.606493095475,obj1Min,1577.566331579781
V,24,CS,1988.2385716828192
V,10,CS,3625.553893128842
V,27,CS,1886.9744762976377
V,34,CS,1577.566331579781
V,29,CS,1786.0125278430169
V,32,CS,1626.269514227325
V,21,CS,2073.511819158708
V,6,CS,5468.603815650228
V,8,CS,4504.837447872839
V,15,CS,2534.783610683098
V,34,CS,1577.566331579781
V,18,CS,2278.086142860857
V,14,CS,2708.1436832489903
V,12,CS,3021.673205641399
V,22,CS,2013.7053212848068
V,34,CS,1577.566331579781
V,16,CS,2495.53635299794
V,5,CS,5963.606493095475
V,9,CS,4195.592226556933
V,13,CS,2980.381785331557
V,11,CS,3443.074740535093
V,20,CS,2157.163148737287
V,7,CS,4853.046831346541
V,26,CS,1902.6043496939387
V,19,CS,2190.2621021729406
V,17,CS,2451.2137105192764
V,25,CS,1909.5159541057565
V,30,CS,1740.896757216508
V,28,CS,1868.3040970480347
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,19,cs,2972.7835542130447,d=3055.509662622668
v,18,cs,3087.9689409339303,d=2932.480881798981
v,27,cs,2374.820001484166,d=3501.9565443646165
v,11,cs,5717.716319824309,d=2568.60594722981
v,15,cs,3327.689562503171,d=2679.3859835804838
v,14,cs,3877.2278369857063,d=2738.0420511562943
v,17,cs,3135.960092736561,d=2933.260436134244
v,16,cs,3185.0200473559,d=2873.261404464375
v,12,cs,5102.332860537917,d=2272.5340207696327
v,13,cs,3987.1230292591695,d=2607.945953849135
v,21,cs,2769.4240284158263,d=3151.643584467085
v,26,cs,2457.7000398381347,d=3444.010112022599
v,24,cs,2544.2395039803278,d=3330.4603104443195
v,23,cs,2651.502582522237,d=3340.542359626879
v,22,cs,2714.7499159212402,d=3076.591880175415
v,20,cs,2894.863984989862,d=3046.163045757307
v,36,cs,1948.2755578989186,d=3896.551115797837
v,31,cs,2119.020260264275,d=3811.893686908756
v,28,cs,2316.665364461112,d=3579.6599455804653
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,15,cs,3447.122901425197,d=2551.1533052200202
v,22,cs,2694.2001637420517,d=3006.8333022144134
v,16,cs,3406.954525726684,d=2636.3685919097397
v,13,cs,4213.528286862265,d=2699.392499772956
v,19,cs,2934.210182250349,d=2849.072967716037
v,24,cs,2647.668385898226,d=3029.5973936510795
v,29,cs,2460.328017775316,d=3592.6490406196835
v,20,cs,2915.5403609102996,d=3142.0304240913492
v,11,cs,4399.303102295696,d=2212.9515455900714
v,17,cs,3068.450558325466,d=2811.1719286643697
v,14,cs,3716.0423864977365,d=2826.2052860398962
v,26,cs,2568.9805119204657,d=3350.494608001619
v,21,cs,2752.90457430976,d=3176.738622415727
v,12,cs,4353.344529491092,d=2492.722096210795
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,15,cs,3554.442277100708,d=2744.1803006810983
v,9,cs,6112.01069889505,d=2490.0810393798606
v,25,cs,2462.6610511785548,d=3356.727589625328
v,32,cs,2226.255974762466,d=3719.118130257989
v,28,cs,2399.2777108706837,d=3519.243019351168
v,30,cs,2250.982567794792,d=3630.039302440039
v,29,cs,2295.3178329205584,d=3540.0529802081874
v,14,cs,3774.3251587811083,d=2830.353123445733
v,23,cs,2624.517345253215,d=3345.8636145587693
v,18,cs,2998.855999497419,d=2838.0755620429063
v,17,cs,3239.3859405696603,d=2711.7002433092903
v,19,cs,2906.7904099857883,d=2943.63039894655
v,11,cs,4864.2383330888115,d=2272.0443757912913
v,12,cs,4534.793236550306,d=2635.7829622773993
v,13,cs,4110.053562936624,d=2513.0316741333404
v,24,cs,2470.775147186337,d=3362.788013158723
v,16,cs,3278.4826972332808,d=3050.7476447353874
v,20,cs,2723.2279092664207,d=3301.306388849589
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,21,cs,2696.058319567599,d=3195.073250435136
v,7,cs,7541.183797081238,d=1948.5326690210252
v,18,cs,3038.9386437521807,d=2707.4914120334893
v,10,cs,5427.609915070301,d=2285.939821772668
v,9,cs,6914.934142341887,d=2520.4449767405386
v,11,cs,5174.074666099897,d=2310.0353913533445
v,23,cs,2642.7719543467047,d=3237.346120524458
v,25,cs,2532.190965089269,d=3233.6828291242177
v,12,cs,4388.569030036018,d=2476.025128205706
v,16,cs,3276.870453154737,d=2721.7983849156717
v,17,cs,3208.4413661518674,d=2835.1960479899562
v,19,cs,2953.495434074525,d=2965.6759901915148
v,24,cs,2541.060804732379,d=3217.8204834872845
v,20,cs,2836.762299908912,d=2977.4539073322503
v,22,cs,2653.212765337119,d=3123.667680057788
v,15,cs,3484.5850205646066,d=2688.5257637091827
v,14,cs,3711.231608473784,d=2604.6884814467526
v,13,cs,4176.510843172572,d=2887.7310611053795
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,19,cs,2916.8412622994906,d=3082.7128399147628
v,15,cs,3490.229706299942,d=2807.336186717886
v,17,cs,3216.3502481620385,d=2970.1352274369074
v,11,cs,4572.303335170111,d=2846.0692445301765
v,13,cs,3836.571763278328,d=2693.7750293132126
v,18,cs,3063.1456747966176,d=2934.771692544519
v,16,cs,3304.5964309575684,d=2952.941662306765
v,7,cs,6864.852059905113,d=1994.7975451093594
v,8,cs,5798.660823342479,d=2091.6705447858326
v,22,cs,2677.7159663296,d=3327.0999074159686
v,25,cs,2457.0611242114846,d=3222.505727890917
v,24,cs,2504.667164234472,d=3325.6581158128747
v,21,cs,2791.356377325491,d=2968.220941405047
v,20,cs,2845.913739334601,d=3179.9091393653216
v,26,cs,2376.064390780694,d=3378.6391423717705
v,23,cs,2604.295320270558,d=3388.1037778791033
v,29,cs,2374.335560592273,d=3493.223647783105
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,13,cs,3906.631608822944,d=2462.513106377679
v,22,cs,2705.665910576134,d=3025.092138198128
v,15,cs,3594.164554540703,d=2641.1307304759425
v,18,cs,3042.4950616261617,d=2935.1414187191212
v,17,cs,3198.205855493962,d=2777.0999031707324
v,21,cs,2771.0275109934496,d=3029.265176932421
v,23,cs,2628.716430386639,d=3274.5129813325243
v,5,cs,7477.899483149461,d=1887.7847501995022
v,14,cs,3744.810968714047,d=2608.9631300272545
v,12,cs,4256.947122788739,d=2387.6897034609974
v,16,cs,3321.743325969429,d=2879.793444304719
v,10,cs,6398.2131041481325,d=2263.613672991018
v,11,cs,4756.308860509647,d=2378.1527537137918
v,9,cs,6750.281547991916,d=2308.717853155585
v,24,cs,2616.421222900033,d=3121.6875365246765
v,25,cs,2559.694188308978,d=3239.049519789988
v,28,cs,2455.222795220885,d=3511.14033483912
v,26,cs,2546.997187675372,d=3361.362736963701
v,19,cs,2929.929887613426,d=2863.1233951816953
v,20,cs,2896.823996898933,d=2906.402786867376
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,17,cs,2983.001464586643,d=3010.890925178828
v,10,cs,5344.473901194853,d=2432.455740957213
v,13,cs,4135.085102826457,d=2688.230145840961
v,11,cs,4976.278317786225,d=2609.443953447004
v,16,cs,3291.7863749151056,d=2952.9289901042853
v,18,cs,2976.14694600973,d=2853.5775541721723
v,27,cs,2350.9933966952567,d=3529.6066018136357
v,8,cs,6295.251553402468,d=2108.0697920760376
v,9,cs,6245.352629202883,d=2320.349195248043
v,14,cs,3835.249574498047,d=2754.2628544042445
v,22,cs,2733.2420084977593,d=3189.1112182720294
v,15,cs,3370.5131121825107,d=2732.3558834249425
v,19,cs,2974.672296656928,d=2910.5346520114895
v,12,cs,4484.663237238974,d=2677.1943842643227
v,20,cs,2843.1545959986834,d=3299.07257318451
v,24,cs,2502.0494942081277,d=3455.3668544025427
v,26,cs,2495.24053538942,d=3362.4543054183914
v,21,cs,2767.793437058487,d=3146.9254836779446
v,23,cs,2598.050396115557,d=3277.356683166331
./data/A-n36-k5.vrp,COMMENT : (Augerat et al, Min no of trucks: 5, Optimal value: 799),
v,18,cs,3044.851702679572,d=3056.6987655846187
v,27,cs,2356.5559108025905,d=3594.860683431905
v,13,cs,4097.050616835063,d=2543.2784016364963
v,16,cs,3452.239237986533,d=2829.9013443822323
v,14,cs,3726.2093979351907,d=2407.3533398978293
v,19,cs,2916.949898274965,d=3009.583698354843
v,12,cs,4845.738492677921,d=2310.612955870326
v,17,cs,3216.70164940924,d=2868.481368321865
v,5,cs,7779.205541309068,d=2013.6968565395612
v,10,cs,5936.536215089816,d=2354.0921715926825
v,20,cs,2865.250015338512,d=3072.198302023182
v,24,cs,2556.075364027876,d=3066.895498691191
v,22,cs,2576.9251178317163,d=3218.852327191107
v,30,cs,2262.6394494500764,d=3530.3499437093956
v,32,cs,2124.2004648540137,d=3704.9422470739864
v,28,cs,2348.537014423521,d=3511.191952878314
v,29,cs,2306.2969868958235,d=3585.420523629774
v,36,cs,1948.2755578989184,d=3896.5511157978367
v,26,cs,2413.461456356782,d=3463.7620407476365
v,21,cs,2796.330340723405,d=2937.972261876381
v,25,cs,2455.205524749164,d=3266.4178791995255
