Dimensions,9,,,,,,,,,,,,,,,,,,
Normalised,5,,,,,,,,,,,,,,,,,,
Evals,1000000,,,,,,,,,,,,,,,,,,
key,dist,emissions,byMD,MDs in use,Time,WalkDels,CycleDels,EvanDels,fixed cost,running cost,actual emissions,actual byMd,Actual MDs in use,Actual Time,Actual WalkDels,Actual CycleDels,Actual EvanDels,Actual fixed cost,Actual running cost
2:5:1:4:1:4:1:3:5,0.619278035,2,5,1,4,1,4,1,3,5,0.326348938,0.96,0.171428571,0.748053242,0.04,0.72,0.2,0.49,0.888536707
2:2:1:2:1:1:2:2:3,0.145454436,2,2,1,2,1,1,2,2,3,0.422128593,0.24,0.028571429,0.229504791,1.00E-05,1.00E-05,0.24,0.25,0.479820262
2:5:1:3:1:5:1:2:5,0.691045156,2,5,1,3,1,5,1,2,5,0.294617352,0.96,0.114285714,0.534245854,1.00E-05,0.92,0.04,0.37,0.894555185
1:5:1:5:1:3:2:3:4,0.431012164,1,5,1,5,1,3,2,3,4,0.213439394,1,0.085714286,0.937083589,0.04,0.52,0.44,0.47,0.667580035
2:5:1:5:1:1:3:4:5,0.549799974,2,5,1,5,1,1,3,4,5,0.348976528,0.92,0.171428571,1,0.16,0.16,0.6,0.73,0.894379052
2:3:1:2:1:3:1:1:3,0.202897346,2,3,1,2,1,3,1,1,3,0.340121397,0.48,0.057142857,0.236542828,1.00E-05,0.48,1.00E-05,0.14,0.472595876
2:4:1:5:3:2:1:3:5,0.656685006,2,4,1,5,3,2,1,3,5,0.417626275,0.88,0.2,1,0.48,0.32,0.08,0.5,0.950942116
3:1:1:4:1:1:1:1:3,0.172778704,3,1,1,4,1,1,1,1,3,0.445688644,0.16,0.028571429,0.681545238,0.16,1.00E-05,1.00E-05,0.11,0.499025687
2:5:1:4:1:3:2:4:5,0.615524218,2,5,1,4,1,3,2,4,5,0.262927189,0.96,0.142857143,0.67100623,1.00E-05,0.52,0.44,0.76,0.909931898
3:1:1:2:1:1:1:2:3,0.141012638,3,1,1,2,1,1,1,2,3,0.446407638,0.04,0.028571429,0.26187685,1.00E-05,1.00E-05,0.04,0.25,0.481662773
2:5:1:4:1:4:1:2:4,0.435449638,2,5,1,4,1,4,1,2,4,0.289862921,0.92,0.114285714,0.819728285,0.12,0.76,0.04,0.33,0.675379151
1:5:1:5:2:2:2:2:4,0.424767991,1,5,1,5,2,2,2,2,4,0.208863606,1,0.114285714,1,0.32,0.24,0.44,0.44,0.665749657
2:5:1:5:1:1:4:4:4,0.395499089,2,5,1,5,1,1,4,4,4,0.256923161,1,0.171428571,1,0.12,0.12,0.76,0.73,0.676838383
1:5:1:5:1:3:2:2:4,0.445964002,1,5,1,5,1,3,2,2,4,0.164760922,0.96,0.057142857,0.933712128,0.08,0.56,0.32,0.3,0.679961607
1:4:1:2:1:1:4:2:3,0.217975516,1,4,1,2,1,1,4,2,3,0.215537838,0.88,0.028571429,0.264990584,1.00E-05,1.00E-05,0.88,0.25,0.506681358
2:5:1:1:1:1:5:3:4,0.339892259,2,5,1,1,1,1,5,3,4,0.268836317,0.96,0.057142857,0.120180822,1.00E-05,1.00E-05,0.96,0.55,0.672018913
2:2:1:3:1:1:2:2:3,0.178001801,2,2,1,3,1,1,2,2,3,0.373626085,0.36,0.057142857,0.469536869,0.12,1.00E-05,0.24,0.26,0.487861738
1:5:1:2:1:1:5:2:2,0.186270053,1,5,1,2,1,1,5,2,2,0.065647249,1,0.028571429,0.273651977,1.00E-05,1.00E-05,1,0.4,0.42287499
2:5:1:5:2:1:3:2:4,0.405136023,2,5,1,5,2,1,3,2,4,0.225737485,0.96,0.057142857,1,0.32,1.00E-05,0.64,0.42,0.672173092
2:4:1:5:1:1:4:2:4,0.34701572,2,4,1,5,1,1,4,2,4,0.290276939,0.72,0.057142857,0.988308619,0.04,1.00E-05,0.68,0.41,0.661794548
2:5:1:5:1:4:1:2:5,0.631015946,2,5,1,5,1,4,1,2,5,0.3922702,0.92,0.171428571,0.888339317,0.2,0.68,0.04,0.34,0.895112178
1:4:1:2:1:1:3:2:3,0.220769215,1,4,1,2,1,1,3,2,3,0.179947199,0.76,0.085714286,0.227550044,1.00E-05,0.16,0.6,0.42,0.462609939
1:5:1:5:1:1:5:2:4,0.369861471,1,5,1,5,1,1,5,2,4,0.204722841,1,0.085714286,1,0.08,1.00E-05,0.92,0.41,0.662141395
2:5:1:5:2:2:3:3:5,0.610000531,2,5,1,5,2,2,3,3,5,0.29234663,1,0.142857143,1,0.24,0.24,0.52,0.47,0.899399501
2:5:1:4:1:4:1:3:4,0.480971786,2,5,1,4,1,4,1,3,4,0.220895353,0.92,0.114285714,0.862550094,0.04,0.68,0.2,0.49,0.707393087
2:5:1:5:1:2:2:5:5,0.605886864,2,5,1,5,1,2,2,5,5,0.276920332,0.96,0.142857143,0.976625354,0.2,0.4,0.36,0.91,0.899617465
2:4:1:3:1:2:2:2:4,0.3571049,2,4,1,3,1,2,2,2,4,0.370579564,0.72,0.057142857,0.498664898,1.00E-05,0.32,0.4,0.27,0.66351115
3:4:1:5:1:4:1:2:5,0.662643978,3,4,1,5,1,4,1,2,5,0.456213239,0.88,0.142857143,1,0.16,0.68,0.04,0.34,0.955573281
2:4:1:5:1:3:1:1:3,0.285644325,2,4,1,5,1,3,1,1,3,0.28038224,0.72,0.057142857,1,0.16,0.56,1.00E-05,0.15,0.515129904
2:5:1:4:2:4:1:3:4,0.518996959,2,5,1,4,2,4,1,3,4,0.233141071,1,0.142857143,0.73594928,0.24,0.68,0.08,0.48,0.724149408
3:2:1:5:2:1:1:1:3,0.217367142,3,2,1,5,2,1,1,1,3,0.468238836,0.28,0.057142857,0.971760378,0.28,1.00E-05,1.00E-05,0.12,0.549315667
1:5:1:5:1:2:2:2:3,0.375682096,1,5,1,5,1,2,2,2,3,0.065647249,1,0.028571429,0.926243003,0.2,0.36,0.44,0.44,0.545640248
2:5:1:2:1:2:4:3:5,0.563062489,2,5,1,2,1,2,4,3,5,0.289430798,0.96,0.114285714,0.279283447,1.00E-05,0.28,0.68,0.57,0.917216909
2:5:1:4:1:2:3:4:5,0.552581873,2,5,1,4,1,2,3,4,5,0.271704134,1,0.142857143,0.686024529,0.04,0.36,0.6,0.88,0.88009954
2:5:1:2:1:3:2:4:5,0.599470439,2,5,1,2,1,3,2,4,5,0.232267828,0.96,0.085714286,0.426166532,1.00E-05,0.52,0.44,0.74,0.903727221
2:4:1:5:1:2:2:2:3,0.296896878,2,4,1,5,1,2,2,2,3,0.319708354,0.72,0.057142857,1,0.16,0.32,0.24,0.28,0.565840841
2:5:1:2:1:3:2:3:4,0.399674861,2,5,1,2,1,3,2,3,4,0.244178445,0.92,0.114285714,0.427055836,0.08,0.48,0.36,0.45,0.667599137
2:5:1:5:2:2:2:3:4,0.383726301,2,5,1,5,2,2,2,3,4,0.269039953,0.92,0.085714286,1,0.24,0.24,0.44,0.58,0.674905127
2:5:1:4:1:1:4:3:5,0.533186691,2,5,1,4,1,1,4,3,5,0.285819954,0.96,0.085714286,0.783876492,0.16,1.00E-05,0.8,0.56,0.890094843
3:5:2:5:2:2:2:4:5,0.931929978,3,5,2,5,2,2,2,4,5,0.459021126,0.92,0.228571429,1,0.24,0.28,0.4,0.78,1
2:3:1:5:1:2:1:2:3,0.238606431,2,3,1,5,1,2,1,2,3,0.332504207,0.52,0.085714286,1,0.16,0.32,0.04,0.28,0.520555735
1:5:1:5:2:3:1:2:4,0.503755767,1,5,1,5,2,3,1,2,4,0.159920798,1,0.114285714,1,0.32,0.48,0.2,0.33,0.673752551
1:5:1:2:1:1:4:4:5,0.75893278,1,5,1,2,1,1,4,4,5,0.218979317,1,0.171428571,0.265453161,0.08,0.2,0.72,0.75,1
2:4:1:5:2:2:2:2:4,0.396581992,2,4,1,5,2,2,2,2,4,0.270652468,0.8,0.114285714,0.994097054,0.24,0.24,0.32,0.44,0.663187757
1:5:1:5:1:2:3:4:5,0.584582903,1,5,1,5,1,2,3,4,5,0.21503798,1,0.114285714,0.98579805,0.04,0.4,0.56,0.75,0.880519912
2:5:1:4:1:3:1:3:5,0.627941104,2,5,1,4,1,3,1,3,5,0.255891229,1,0.171428571,0.743148983,0.2,0.64,0.16,0.5,0.882548359
2:4:1:5:1:1:3:2:5,0.512335673,2,4,1,5,1,1,3,2,5,0.405743629,0.68,0.085714286,1,0.04,1.00E-05,0.64,0.41,0.892668335
2:5:1:5:2:1:3:4:5,0.541278275,2,5,1,5,2,1,3,4,5,0.328226526,0.92,0.142857143,1,0.32,1.00E-05,0.6,0.72,0.883052443
2:5:1:5:2:2:2:4:5,0.621760134,2,5,1,5,2,2,2,4,5,0.295610915,0.96,0.142857143,1,0.24,0.28,0.44,0.74,0.927235136
2:5:1:4:1:1:3:4:5,0.590713649,2,5,1,4,1,1,3,4,5,0.22409998,0.92,0.085714286,0.874059561,0.16,0.12,0.64,0.75,0.887769518
1:5:1:5:1:1:4:2:3,0.266257579,1,5,1,5,1,1,4,2,3,0.065647249,1,0.028571429,1,0.16,1.00E-05,0.84,0.41,0.476784698
2:4:1:4:1:2:2:2:3,0.264290795,2,4,1,4,1,2,2,2,3,0.330304431,0.68,0.085714286,0.669383839,0.04,0.24,0.4,0.28,0.549142079
2:5:1:3:1:3:2:3:5,0.581372529,2,5,1,3,1,3,2,3,5,0.340267864,0.96,0.142857143,0.611393854,0.16,0.48,0.32,0.61,0.888306234
1:5:1:3:1:2:3:3:4,0.39805198,1,5,1,3,1,2,3,3,4,0.198666057,0.92,0.057142857,0.622170804,1.00E-05,0.36,0.56,0.57,0.660483985
2:4:1:1:1:1:4:2:3,0.158873946,2,4,1,1,1,1,4,2,3,0.26263896,0.72,0.028571429,0.065309048,1.00E-05,1.00E-05,0.72,0.25,0.448412272
2:5:1:5:1:2:4:4:5,0.598436129,2,5,1,5,1,2,4,4,5,0.237786676,1,0.114285714,0.997305593,0.08,0.24,0.68,0.88,0.930816624
2:5:1:1:1:4:2:3:4,0.456040838,2,5,1,1,1,4,2,3,4,0.238726747,1,0.114285714,0.205333204,1.00E-05,0.72,0.28,0.46,0.706384749
2:3:1:4:1:2:1:2:3,0.222106608,2,3,1,4,1,2,1,2,3,0.325563978,0.64,0.085714286,0.681996979,0.08,0.4,0.16,0.28,0.508831919
2:4:1:4:1:1:3:3:5,0.537305026,2,4,1,4,1,1,3,3,5,0.412729081,0.68,0.114285714,0.80512716,0.12,0.08,0.48,0.58,0.899612188
1:5:1:2:1:2:4:3:3,0.367587825,1,5,1,2,1,2,4,3,3,0.188614444,1,0.085714286,0.409641486,1.00E-05,0.24,0.76,0.57,0.63558703
2:5:1:4:1:3:2:3:5,0.572849246,2,5,1,4,1,3,2,3,5,0.324210917,1,0.142857143,0.734308442,0.08,0.64,0.28,0.45,0.885968831
2:5:1:1:1:2:3:4:5,0.554361164,2,5,1,1,1,2,3,4,5,0.315641159,0.96,0.114285714,0.087521546,0.04,0.36,0.56,0.73,0.931113853
1:5:1:5:1:1:3:3:4,0.435479135,1,5,1,5,1,1,3,3,4,0.198666057,0.92,0.057142857,1,0.16,0.12,0.64,0.58,0.697646789
1:5:1:3:1:4:2:3:4,0.444913873,1,5,1,3,1,4,2,3,4,0.20572603,1,0.085714286,0.613372342,1.00E-05,0.68,0.32,0.59,0.678769811
1:5:1:4:2:2:3:3:5,0.660502789,1,5,1,4,2,2,3,3,5,0.202049233,1,0.142857143,0.875516974,0.28,0.24,0.48,0.62,0.902516209
2:4:1:3:1:4:1:3:4,0.436386444,2,4,1,3,1,4,1,3,4,0.237231296,0.84,0.057142857,0.542702808,1.00E-05,0.68,0.16,0.59,0.705439458
2:4:1:5:2:3:1:4:5,0.916713809,2,4,1,5,2,3,1,4,5,0.438772012,0.84,0.2,1,0.24,0.48,0.12,0.67,1
2:5:1:1:1:1:4:4:4,0.377052529,2,5,1,1,1,1,4,4,4,0.241611756,0.92,0.142857143,0.038602635,1.00E-05,0.12,0.8,0.72,0.68995346
2:5:1:2:1:2:3:4:4,0.382020858,2,5,1,2,1,2,3,4,4,0.226538421,0.96,0.085714286,0.26869433,1.00E-05,0.36,0.6,0.72,0.671034747
2:4:1:5:2:2:1:2:5,0.600674085,2,4,1,5,2,2,1,2,5,0.413283891,0.72,0.114285714,1,0.28,0.28,0.16,0.31,0.908221094
2:4:1:5:1:2:2:2:4,0.357924808,2,4,1,5,1,2,2,2,4,0.324082528,0.76,0.085714286,1,0.2,0.28,0.28,0.43,0.663174436
1:4:1:4:1:3:1:1:3,0.468502097,1,4,1,4,1,3,1,1,3,0.210929619,0.76,0.057142857,0.766406038,0.16,0.6,1.00E-05,0.19,0.640404144
1:5:1:3:1:2:4:3:3,0.336715599,1,5,1,3,1,2,4,3,3,0.181811439,1,0.057142857,0.457695615,1.00E-05,0.32,0.68,0.57,0.585975231
2:4:1:5:3:1:1:2:4,0.467688502,2,4,1,5,3,1,1,2,4,0.294510502,0.72,0.114285714,1,0.56,1.00E-05,0.16,0.31,0.715738623
2:3:1:5:1:2:1:1:3,0.210307783,2,3,1,5,1,2,1,1,3,0.311910545,0.52,0.057142857,1,0.2,0.32,1.00E-05,0.13,0.464974582
2:5:1:5:4:1:1:3:5,0.777780002,2,5,1,5,4,1,1,3,5,0.268379668,1,0.2,1,0.68,0.16,0.16,0.49,0.981433631
2:5:1:2:1:2:3:5:5,0.562918396,2,5,1,2,1,2,3,5,5,0.312323616,0.92,0.2,0.272566214,0.12,0.28,0.52,0.9,0.919503491
2:5:1:5:3:2:1:4:5,0.718182607,2,5,1,5,3,2,1,4,5,0.2781188,0.96,0.171428571,1,0.56,0.24,0.16,0.66,0.963109148
1:5:1:5:2:1:4:2:3,0.300621389,1,5,1,5,2,1,4,2,3,0.188286793,1,0.142857143,1,0.24,1.00E-05,0.76,0.43,0.541944259
2:4:1:5:1:1:3:3:4,0.353933601,2,4,1,5,1,1,3,3,4,0.299088012,0.68,0.085714286,0.929934161,0.08,1.00E-05,0.6,0.56,0.674357867
1:5:1:2:1:3:2:3:4,0.422745863,1,5,1,2,1,3,2,3,4,0.203377327,1,0.114285714,0.271795894,0.12,0.6,0.28,0.45,0.67153076
3:3:1:5:1:1:3:2:4,0.307522973,3,3,1,5,1,1,3,2,4,0.477550316,0.56,0.057142857,0.967025589,0.04,1.00E-05,0.52,0.26,0.666656469
2:4:1:4:1:1:3:3:4,0.367779192,2,4,1,4,1,1,3,3,4,0.239374624,0.76,0.085714286,0.874869608,0.04,0.16,0.56,0.58,0.660467624
2:5:2:5:1:2:2:4:5,0.649697933,2,5,2,5,1,2,2,4,5,0.306546903,1,0.228571429,0.891079113,0.2,0.44,0.36,0.76,0.930513009
2:5:1:4:1:2:3:3:5,0.570629938,2,5,1,4,1,2,3,3,5,0.310786725,1,0.114285714,0.86668703,0.04,0.36,0.6,0.58,0.889625206
2:5:1:5:2:1:2:3:4,0.448728908,2,5,1,5,2,1,2,3,4,0.26306835,0.92,0.142857143,1,0.28,0.2,0.44,0.59,0.725837411
2:5:1:4:2:2:2:3:5,0.60027789,2,5,1,4,2,2,2,3,5,0.294351183,1,0.142857143,0.748754281,0.24,0.36,0.4,0.61,0.895753358
2:4:1:5:1:2:2:3:5,0.541324199,2,4,1,5,1,2,2,3,5,0.426742675,0.72,0.114285714,1,0.08,0.24,0.4,0.6,0.891436139
1:5:1:5:1:2:4:3:4,0.419165751,1,5,1,5,1,2,4,3,4,0.2075976,1,0.085714286,1,0.08,0.24,0.68,0.58,0.690669398
3:3:1:2:1:1:2:2:3,0.239699725,3,3,1,2,1,1,2,2,3,0.442122394,0.48,0.057142857,0.256163192,0.04,1.00E-05,0.44,0.26,0.593629532
2:5:1:5:1:2:2:4:4,0.509407397,2,5,1,5,1,2,2,4,4,0.29881963,0.92,0.114285714,1,0.12,0.36,0.44,0.73,0.804881179
1:5:1:5:1:4:1:3:5,0.692277232,1,5,1,5,1,4,1,3,5,0.218051475,0.96,0.142857143,0.959029726,0.08,0.72,0.16,0.64,0.931812518
2:4:1:5:1:2:1:3:5,0.56730483,2,4,1,5,1,2,1,3,5,0.414838222,0.68,0.085714286,1,0.08,0.4,0.2,0.45,0.897838756
2:5:1:4:2:2:2:3:4,0.434926082,2,5,1,4,2,2,2,3,4,0.233141071,1,0.142857143,0.73594928,0.24,0.36,0.4,0.46,0.685462785
2:5:1:4:2:1:4:3:4,0.382753678,2,5,1,4,2,1,4,3,4,0.224264188,1,0.085714286,0.774306986,0.24,1.00E-05,0.76,0.57,0.664507422
2:5:1:5:3:2:2:2:5,0.675652196,2,5,1,5,3,2,2,2,5,0.275778613,1,0.142857143,1,0.48,0.24,0.28,0.35,0.887355899
1:5:1:5:2:2:3:3:5,0.634363961,1,5,1,5,2,2,3,3,5,0.219844254,1,0.114285714,1,0.24,0.28,0.48,0.61,0.894451466
1:5:1:4:1:1:4:3:4,0.390508985,1,5,1,4,1,1,4,3,4,0.204517528,1,0.085714286,0.708899849,0.2,1.00E-05,0.8,0.57,0.673312906
2:2:1:2:1:2:1:1:3,0.163721937,2,2,1,2,1,2,1,1,3,0.359990525,0.36,0.028571429,0.249788913,1.00E-05,0.36,1.00E-05,0.12,0.448251957
1:5:1:5:1:2:3:3:3,0.35979706,1,5,1,5,1,2,3,3,3,0.168070145,1,0.085714286,1,0.16,0.32,0.52,0.58,0.58283375
1:5:1:5:1:2:3:2:4,0.405983938,1,5,1,5,1,2,3,2,4,0.213439394,1,0.085714286,1,0.12,0.24,0.64,0.43,0.67765948
1:5:1:2:1:1:4:3:4,0.362427857,1,5,1,2,1,1,4,3,4,0.211359718,0.92,0.085714286,0.329107206,0.12,1.00E-05,0.8,0.56,0.671803353
2:4:1:3:1:4:1:3:5,0.60826364,2,4,1,3,1,4,1,3,5,0.35750781,0.88,0.085714286,0.48647854,1.00E-05,0.72,0.16,0.46,0.910582348
2:3:1:2:1:3:1:2:4,0.337799467,2,3,1,2,1,3,1,2,4,0.43225998,0.64,0.085714286,0.365686164,1.00E-05,0.6,0.04,0.29,0.661227233
1:5:1:2:1:3:2:3:5,0.611115393,1,5,1,2,1,3,2,3,5,0.219293734,0.96,0.085714286,0.319451594,1.00E-05,0.6,0.36,0.61,0.880190808
1:5:1:5:2:1:3:2:4,0.420588229,1,5,1,5,2,1,3,2,4,0.193276181,0.96,0.057142857,1,0.36,1.00E-05,0.6,0.42,0.671206026
2:5:1:5:3:3:1:2:5,0.707770045,2,5,1,5,3,3,1,2,5,0.275582273,1,0.142857143,1,0.48,0.48,0.04,0.37,0.899671924
2:4:1:5:2:1:3:2:4,0.352279686,2,4,1,5,2,1,3,2,4,0.340368393,0.88,0.085714286,0.88437365,0.24,1.00E-05,0.64,0.42,0.667854334
2:3:1:5:1:2:1:2:4,0.350618994,2,3,1,5,1,2,1,2,4,0.399817151,0.64,0.057142857,0.981831292,0.04,0.4,0.2,0.28,0.664770617
2:5:1:2:1:3:2:3:5,0.590169525,2,5,1,2,1,3,2,3,5,0.266703606,1,0.142857143,0.411361019,0.04,0.52,0.44,0.6,0.896427434
3:4:1:2:1:2:2:2:4,0.430874294,3,4,1,2,1,2,2,2,4,0.491405517,0.72,0.085714286,0.321874022,1.00E-05,0.44,0.28,0.29,0.768919661
2:5:1:5:2:3:1:2:5,0.613016723,2,5,1,5,2,3,1,2,5,0.403377257,0.92,0.171428571,1,0.32,0.52,0.08,0.33,0.893960438
2:2:1:5:1:2:1:1:3,0.182617269,2,2,1,5,1,2,1,1,3,0.318840697,0.36,0.057142857,0.924504931,0.08,0.28,1.00E-05,0.13,0.444210459
1:5:1:5:2:2:3:3:4,0.492662052,1,5,1,5,2,2,3,3,4,0.199976247,1,0.085714286,1,0.24,0.28,0.48,0.59,0.743394696
1:5:1:1:1:1:5:4:3,0.297776672,1,5,1,1,1,1,5,4,3,0.145840602,1,0.114285714,1.00E-05,1.00E-05,1.00E-05,1,0.7,0.583528604
2:4:1:5:1:4:1:2:5,0.619303094,2,4,1,5,1,4,1,2,5,0.344937448,0.84,0.142857143,1,0.08,0.68,0.08,0.34,0.881680202
1:5:1:4:1:2:3:3:4,0.423461729,1,5,1,4,1,2,3,3,4,0.218217992,1,0.114285714,0.738518735,0.16,0.32,0.52,0.58,0.685634514
2:4:1:5:1:3:2:3:5,0.574154866,2,4,1,5,1,3,2,3,5,0.405906417,0.84,0.171428571,1,0.04,0.48,0.32,0.6,0.90173996
2:5:2:4:1:2:3:4:5,0.823530307,2,5,2,4,1,2,3,4,5,0.334446944,1,0.228571429,0.724385764,0.16,0.36,0.48,0.66,1
1:5:1:3:1:4:2:2:3,0.321687592,1,5,1,3,1,4,2,2,3,0.189149592,0.92,0.028571429,0.522122882,1.00E-05,0.68,0.24,0.29,0.53412186
1:5:1:5:1:3:2:2:5,0.713832788,1,5,1,5,1,3,2,2,5,0.203502823,1,0.085714286,1,0.12,0.64,0.24,0.39,0.889435646
1:5:1:3:1:3:3:4:4,0.492056875,1,5,1,3,1,3,3,4,4,0.076850936,1,0.057142857,0.569217321,1.00E-05,0.52,0.48,0.74,0.704583888
2:5:1:3:1:1:4:2:3,0.306383327,2,5,1,3,1,1,4,2,3,0.233906367,0.92,0.085714286,0.498370406,0.12,1.00E-05,0.8,0.41,0.603544285
2:5:1:1:1:1:4:4:5,0.552571437,2,5,1,1,1,1,4,4,5,0.290254516,0.96,0.142857143,0.215262936,1.00E-05,0.16,0.8,0.72,0.907396357
3:3:1:5:1:2:1:2:4,0.334012481,3,3,1,5,1,2,1,2,4,0.455938179,0.52,0.085714286,1,0.04,0.36,0.12,0.28,0.68527268
1:5:1:2:1:2:3:3:4,0.388903698,1,5,1,2,1,2,3,3,4,0.205758034,0.92,0.085714286,0.327354437,1.00E-05,0.32,0.6,0.57,0.673870759
1:5:1:2:1:1:3:4:4,0.462627386,1,5,1,2,1,1,3,4,4,0.206319066,0.92,0.114285714,0.435091605,0.12,0.16,0.64,0.73,0.7486384
2:4:1:5:1:1:3:3:5,0.517681433,2,4,1,5,1,1,3,3,5,0.393701443,0.68,0.085714286,1,0.08,1.00E-05,0.6,0.56,0.895604235
1:5:1:5:2:2:2:3:5,0.644757759,1,5,1,5,2,2,2,3,5,0.18252974,1,0.085714286,1,0.32,0.24,0.44,0.61,0.882184489
1:5:1:5:2:3:2:2:4,0.560668669,1,5,1,5,2,3,2,2,4,0.177224384,1,0.085714286,1,0.28,0.48,0.24,0.32,0.750335787
2:5:1:3:1:4:1:2:5,0.655019163,2,5,1,3,1,4,1,2,5,0.422722296,0.92,0.171428571,0.481939586,1.00E-05,0.88,0.04,0.35,0.943918882
3:3:1:5:1:3:1:3:5,0.666310413,3,3,1,5,1,3,1,3,5,0.49519556,0.64,0.085714286,1,0.08,0.48,0.08,0.49,0.987865623
2:4:1:3:1:1:4:3:5,0.516988597,2,4,1,3,1,1,4,3,5,0.331783691,0.8,0.114285714,0.460134712,0.12,1.00E-05,0.68,0.56,0.89697357
2:5:1:3:1:2:2:3:4,0.435043216,2,5,1,3,1,2,2,3,4,0.242123936,1,0.142857143,0.477340094,0.12,0.44,0.44,0.46,0.683287443
3:2:1:5:1:1:1:2:5,0.512485416,3,2,1,5,1,1,1,2,5,0.548152042,0.36,0.085714286,1,0.12,0.04,0.2,0.43,0.911095718
1:5:1:5:1:2:2:2:4,0.419058184,1,5,1,5,1,2,2,2,4,0.198666057,0.96,0.057142857,1,0.16,0.4,0.4,0.43,0.667917029
2:5:1:5:3:2:1:3:5,0.650609567,2,5,1,5,3,2,1,3,5,0.280245737,0.92,0.2,1,0.52,0.24,0.16,0.49,0.885410444
1:5:1:4:2:2:2:3:5,0.667807556,1,5,1,4,2,2,2,3,5,0.216929824,1,0.114285714,0.859906408,0.24,0.36,0.4,0.47,0.913836225
2:5:1:3:1:2:2:3:5,0.556505197,2,5,1,3,1,2,2,3,5,0.388036683,0.92,0.142857143,0.587399469,0.08,0.4,0.44,0.45,0.906477762
2:4:1:3:1:4:1:2:3,0.328655438,2,4,1,3,1,4,1,2,3,0.237231296,0.8,0.057142857,0.542702808,1.00E-05,0.72,0.08,0.29,0.573468975
1:5:1:5:2:2:2:4:4,0.513472471,1,5,1,5,2,2,2,4,4,0.196729067,1,0.114285714,1,0.32,0.28,0.4,0.75,0.764987318
2:2:1:3:1:2:1:1:3,0.177241982,2,2,1,3,1,2,1,1,3,0.350747915,0.44,0.057142857,0.539431875,0.08,0.36,1.00E-05,0.13,0.455460692
2:5:1:1:1:2:3:3:4,0.387321328,2,5,1,1,1,2,3,3,4,0.235506888,1,0.085714286,0.202363915,1.00E-05,0.36,0.64,0.57,0.685656189
2:5:1:3:1:4:1:3:4,0.475051431,2,5,1,3,1,4,1,3,4,0.232014271,1,0.142857143,0.64086753,1.00E-05,0.84,0.16,0.48,0.698211524
1:5:1:5:1:2:3:2:3,0.290973682,1,5,1,5,1,2,3,2,3,0.183736041,0.96,0.085714286,1,0.2,0.28,0.48,0.29,0.488003169
2:4:1:5:1:4:1:3:5,0.619640544,2,4,1,5,1,4,1,3,5,0.360345972,0.84,0.142857143,1,0.08,0.68,0.08,0.49,0.888970524
2:5:1:5:2:2:1:3:5,0.587950592,2,5,1,5,2,2,1,3,5,0.354018523,0.92,0.142857143,1,0.32,0.4,0.2,0.61,0.888057252
1:5:1:4:1:4:1:3:4,0.483464974,1,5,1,4,1,4,1,3,4,0.144586233,1,0.171428571,0.818370484,0.12,0.72,0.16,0.62,0.691431694
2:5:1:2:1:3:3:5:5,0.637014047,2,5,1,2,1,3,3,5,5,0.38322758,0.96,0.2,0.320002497,1.00E-05,0.48,0.48,0.89,1
1:5:1:2:1:2:3:2:3,0.250818621,1,5,1,2,1,2,3,2,3,0.161074269,1,0.085714286,0.233576236,0.12,0.24,0.64,0.43,0.485238018
2:5:1:4:1:1:4:5:5,0.577451174,2,5,1,4,1,1,4,5,5,0.259310931,1,0.171428571,0.832910919,0.08,0.04,0.88,1,0.924651845
2:5:1:4:1:2:3:2:4,0.384519976,2,5,1,4,1,2,3,2,4,0.285679507,0.96,0.085714286,0.70732332,0.04,0.36,0.56,0.43,0.661956362
2:5:1:2:1:2:4:4:5,0.565679912,2,5,1,2,1,2,4,4,5,0.277446785,0.96,0.114285714,0.251218409,1.00E-05,0.28,0.68,0.74,0.919225049
1:4:1:5:2:1:2:2:3,0.380675977,1,4,1,5,2,1,2,2,3,0.216479702,0.8,0.057142857,1,0.36,1.00E-05,0.44,0.28,0.612168365
2:5:1:5:2:3:2:3:5,0.607786393,2,5,1,5,2,3,2,3,5,0.261622772,0.96,0.142857143,0.994416808,0.24,0.48,0.24,0.61,0.88390121
2:5:1:2:1:2:3:3:3,0.33771188,2,5,1,2,1,2,3,3,3,0.226538421,0.92,0.085714286,0.298208287,1.00E-05,0.36,0.56,0.57,0.614542701
2:5:2:5:3:2:2:2:5,0.925006578,2,5,2,5,3,2,2,2,5,0.39779199,1,0.228571429,1,0.48,0.24,0.28,0.41,1
2:5:2:4:1:2:2:3:5,0.761221704,2,5,2,4,1,2,2,3,5,0.26946348,1,0.228571429,0.806128657,0.12,0.44,0.44,0.65,1
2:3:1:2:1:2:1:2:3,0.203938031,2,3,1,2,1,2,1,2,3,0.433015493,0.52,0.057142857,0.244020657,1.00E-05,0.4,0.12,0.27,0.540555391
2:5:1:5:1:2:3:4:5,0.576786856,2,5,1,5,1,2,3,4,5,0.273385422,0.92,0.114285714,1,0.04,0.36,0.52,0.73,0.895008761
2:4:1:5:1:3:1:3:5,0.588806584,2,4,1,5,1,3,1,3,5,0.361580273,0.84,0.057142857,1,0.2,0.48,0.16,0.46,0.885320087
2:5:1:3:1:4:1:2:4,0.409104148,2,5,1,3,1,4,1,2,4,0.326537938,0.96,0.085714286,0.60224057,1.00E-05,0.8,0.16,0.31,0.674240955
