prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
B-n64-k9.vrp,64,878,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,3,43.9,
B-n64-k9.vrp,64,878,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,43.9,
B-n64-k9.vrp,64,878,13,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,87.8,
B-n66-k9.vrp,66,861,13,1,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,3,45.31578947,
B-n66-k9.vrp,66,861,13,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,3,50.64705882,
B-n66-k9.vrp,66,861,13,1,1 Low,0 V. Low,1 Low,1 Low,1 Low,3,50.64705882,
B-n66-k9.vrp,66,861,13,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,3,45.31578947,
B-n66-k9.vrp,66,861,13,1,4 V. High,0 V. Low,3 High,3 High,3 High,3,47.83333333,
B-n66-k9.vrp,66,861,13,1,1 Low,1 Low,3 High,3 High,3 High,3,47.83333333,
B-n66-k9.vrp,66,861,13,1,1 Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,4,53.8125,
B-n66-k9.vrp,66,861,13,1,0 V. Low,3 High,3 High,3 High,3 High,3,47.83333333,
B-n66-k9.vrp,66,861,13,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,95.66666667,
B-n66-k9.vrp,66,861,13,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,6,86.1,
B-n66-k9.vrp,66,861,13,14,0 V. Low,0 V. Low,3 High,4 V. High,3 High,6,86.1,
B-n67-k10.vrp,67,907,13,1,3 High,1 Low,2 Medium,3 High,2 Medium,2,30.23333333,
B-n67-k10.vrp,67,907,13,1,3 High,0 V. Low,3 High,4 V. High,3 High,1,25.91428571,
B-n67-k10.vrp,67,907,13,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,26.67647059,
B-n67-k10.vrp,67,907,13,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,25.19444444,
B-n67-k10.vrp,67,907,13,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,41.22727273,
B-n67-k10.vrp,67,907,13,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,31.27586207,
B-n67-k10.vrp,67,907,13,1,2 Medium,1 Low,2 Medium,3 High,2 Medium,2,30.23333333,
B-n67-k10.vrp,67,907,13,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,45.35,
B-n67-k10.vrp,67,907,13,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,37.79166667,
B-n67-k10.vrp,67,907,13,1,1 Low,2 Medium,1 Low,1 Low,1 Low,2,39.43478261,
B-n67-k10.vrp,67,907,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,39.43478261,
B-n67-k10.vrp,67,907,13,1,1 Low,2 Medium,0 V. Low,1 Low,0 V. Low,3,43.19047619,
B-n67-k10.vrp,67,907,13,1,3 High,1 Low,4 V. High,4 V. High,4 V. High,1,24.51351351,
B-n67-k10.vrp,67,907,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,37.79166667,
B-n67-k10.vrp,67,907,13,1,1 Low,2 Medium,0 V. Low,1 Low,0 V. Low,3,43.19047619,
B-n67-k10.vrp,67,907,13,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,2,37.79166667,
B-n67-k10.vrp,67,907,13,1,2 Medium,1 Low,1 Low,1 Low,1 Low,2,39.43478261,
B-n67-k10.vrp,67,907,13,1,3 High,1 Low,3 High,3 High,3 High,2,29.25806452,
B-n67-k10.vrp,67,907,13,1,3 High,1 Low,3 High,3 High,3 High,1,26.67647059,
B-n67-k10.vrp,67,907,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,39.43478261,
B-n67-k10.vrp,67,907,13,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,41.22727273,
B-n67-k10.vrp,67,907,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,36.28,
B-n67-k10.vrp,67,907,13,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,37.79166667,
B-n67-k10.vrp,67,907,13,1,3 High,1 Low,1 Low,1 Low,1 Low,2,36.28,
B-n67-k10.vrp,67,907,13,1,2 Medium,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,50.38888889,
B-n67-k10.vrp,67,907,13,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,6,90.7,
B-n67-k10.vrp,67,907,13,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,6,82.45454545,
B-n68-k9.vrp,68,837,12,1,1 Low,3 High,2 Medium,2 Medium,2 Medium,3,38.04545455,
B-n68-k9.vrp,68,837,12,1,4 V. High,0 V. Low,3 High,4 V. High,3 High,2,34.875,
B-n68-k9.vrp,68,837,12,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,3,39.85714286,
B-n68-k9.vrp,68,837,12,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,3,39.85714286,
B-n68-k9.vrp,68,837,12,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,3,44.05263158,
B-n68-k9.vrp,68,837,12,1,3 High,1 Low,2 Medium,2 Medium,2 Medium,3,38.04545455,
B-n68-k9.vrp,68,837,12,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,3,38.04545455,
B-n68-k9.vrp,68,837,12,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,41.85,
B-n68-k9.vrp,68,837,12,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,3,39.85714286,
B-n68-k9.vrp,68,837,12,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,3,39.85714286,
B-n68-k9.vrp,68,837,12,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,3,38.04545455,
B-n68-k9.vrp,68,837,12,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,3,38.04545455,
B-n68-k9.vrp,68,837,12,1,1 Low,3 High,4 V. High,4 V. High,4 V. High,2,34.875,
B-n68-k9.vrp,68,837,12,1,1 Low,4 V. High,3 High,3 High,3 High,2,36.39130435,
B-n68-k9.vrp,68,837,12,14,4 V. High,0 V. Low,4 V. High,0 V. Low,4 V. High,7,93,
B-n68-k9.vrp,68,837,12,14,2 Medium,2 Medium,2 Medium,0 V. Low,2 Medium,7,93,
B-n68-k9.vrp,68,837,12,14,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,93,
B-n68-k9.vrp,68,837,12,14,0 V. Low,2 Medium,3 High,4 V. High,3 High,6,83.7,
B-n68-k9.vrp,68,837,12,14,0 V. Low,3 High,0 V. Low,0 V. Low,0 V. Low,7,93,
B-n78-k10.vrp,78,937,12,1,2 Medium,0 V. Low,4 V. High,4 V. High,4 V. High,1,22.30952381,
B-n78-k10.vrp,78,937,12,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,22.85365854,
B-n78-k10.vrp,78,937,12,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,32.31034483,
B-n78-k10.vrp,78,937,12,1,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,2,30.22580645,
B-n78-k10.vrp,78,937,12,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,32.31034483,
B-n78-k10.vrp,78,937,12,1,2 Medium,1 Low,3 High,3 High,3 High,2,26.02777778,
B-n78-k10.vrp,78,937,12,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,21.79069767,
B-n78-k10.vrp,78,937,12,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,21.79069767,
B-n78-k10.vrp,78,937,12,1,0 V. Low,2 Medium,1 Low,1 Low,1 Low,3,36.03846154,
B-n78-k10.vrp,78,937,12,1,3 High,0 V. Low,3 High,3 High,3 High,2,24.65789474,
B-n78-k10.vrp,78,937,12,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,36.03846154,
B-n78-k10.vrp,78,937,12,1,0 V. Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,42.59090909,
B-n78-k10.vrp,78,937,12,1,0 V. Low,4 V. High,1 Low,1 Low,1 Low,3,39.04166667,
B-n78-k10.vrp,78,937,12,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,40.73913043,
B-n78-k10.vrp,78,937,12,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,44.61904762,
B-n78-k10.vrp,78,937,12,1,0 V. Low,3 High,0 V. Low,0 V. Low,0 V. Low,3,42.59090909,
B-n78-k10.vrp,78,937,12,1,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,3,42.59090909,
B-n78-k10.vrp,78,937,12,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,4,55.11764706,
B-n78-k10.vrp,78,937,12,14,4 V. High,2 Medium,0 V. Low,0 V. Low,0 V. Low,7,93.7,
B-n78-k10.vrp,78,937,12,14,1 Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,93.7,
B-n78-k10.vrp,78,937,12,14,0 V. Low,3 High,1 Low,1 Low,1 Low,6,78.08333333,
B-n78-k10.vrp,78,937,12,14,1 Low,3 High,0 V. Low,1 Low,0 V. Low,7,85.18181818,
B-n78-k10.vrp,78,937,12,14,2 Medium,1 Low,2 Medium,2 Medium,2 Medium,5,66.92857143,
B-n78-k10.vrp,78,937,12,14,2 Medium,0 V. Low,3 High,3 High,3 High,5,62.46666667,
B-n78-k10.vrp,78,937,12,14,2 Medium,0 V. Low,1 Low,1 Low,1 Low,6,78.08333333,
B-n78-k10.vrp,78,937,12,14,2 Medium,0 V. Low,0 V. Low,1 Low,0 V. Low,7,85.18181818,
P-n16-k8.vrp,16,246,15,1,3 High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,2,87.85714286,
P-n16-k8.vrp,16,246,15,1,0 V. Low,4 V. High,2 Medium,0 V. Low,2 Medium,2,87.85714286,
P-n16-k8.vrp,16,246,15,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,70.28571429,
P-n16-k8.vrp,16,246,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,70.28571429,
P-n16-k8.vrp,16,246,15,1,1 Low,2 Medium,3 High,2 Medium,3 High,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,1 Low,0 V. Low,2 Medium,2 Medium,2 Medium,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,2,87.85714286,
P-n16-k8.vrp,16,246,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,3 High,1 Low,0 V. Low,0 V. Low,0 V. Low,2,87.85714286,
P-n16-k8.vrp,16,246,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,70.28571429,
P-n16-k8.vrp,16,246,15,1,1 Low,2 Medium,3 High,2 Medium,3 High,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,1 Low,3 High,1 Low,0 V. Low,1 Low,2,87.85714286,
P-n16-k8.vrp,16,246,15,1,0 V. Low,2 Medium,3 High,2 Medium,3 High,1,78.0952381,
P-n16-k8.vrp,16,246,15,1,0 V. Low,4 V. High,2 Medium,0 V. Low,2 Medium,2,87.85714286,
P-n16-k8.vrp,16,246,15,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,2,87.85714286,
P-n19-k2.vrp,19,310,16,1,4 V. High,0 V. Low,3 High,4 V. High,3 High,3,38.75,
P-n19-k2.vrp,19,310,16,1,0 V. Low,4 V. High,3 High,2 Medium,3 High,4,48.4375,
P-n19-k2.vrp,19,310,16,1,2 Medium,4 V. High,3 High,2 Medium,3 High,4,48.4375,
P-n19-k2.vrp,19,310,16,1,2 Medium,4 V. High,4 V. High,4 V. High,4 V. High,3,38.75,
P-n19-k2.vrp,19,310,16,1,2 Medium,3 High,4 V. High,4 V. High,4 V. High,3,38.75,
P-n19-k2.vrp,19,310,16,1,2 Medium,3 High,4 V. High,4 V. High,4 V. High,3,38.75,
P-n19-k2.vrp,19,310,16,1,4 V. High,0 V. Low,1 Low,2 Medium,1 Low,4,48.4375,
P-n19-k2.vrp,19,310,16,1,2 Medium,0 V. Low,0 V. Low,0 V. Low,0 V. Low,6,64.58333333,
P-n19-k2.vrp,19,310,16,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,4,48.4375,
P-n19-k2.vrp,19,310,16,14,0 V. Low,0 V. Low,4 V. High,4 V. High,4 V. High,6,64.58333333,
P-n19-k2.vrp,19,310,16,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,9,96.875,
P-n19-k2.vrp,19,310,16,14,4 V. High,4 V. High,0 V. Low,0 V. Low,0 V. Low,9,96.875,
P-n20-k2.vrp,20,310,15,1,2 Medium,2 Medium,0 V. Low,0 V. Low,0 V. Low,6,64.58333333,
P-n20-k2.vrp,20,310,15,1,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,4,38.75,
P-n20-k2.vrp,20,310,15,1,4 V. High,2 Medium,0 V. Low,0 V. Low,0 V. Low,6,64.58333333,
P-n20-k2.vrp,20,310,15,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,5,48.4375,
P-n20-k2.vrp,20,310,15,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,5,48.4375,
P-n20-k2.vrp,20,310,15,1,1 Low,1 Low,3 High,4 V. High,3 High,4,38.75,
P-n20-k2.vrp,20,310,15,1,0 V. Low,1 Low,1 Low,2 Medium,1 Low,5,48.4375,
P-n20-k2.vrp,20,310,15,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,10,96.875,
P-n21-k2.vrp,21,298,14,1,1 Low,3 High,0 V. Low,0 V. Low,0 V. Low,7,62.08333333,
P-n21-k2.vrp,21,298,14,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,4,37.25,
P-n21-k2.vrp,21,298,14,1,0 V. Low,4 V. High,1 Low,1 Low,1 Low,5,46.5625,
P-n21-k2.vrp,21,298,14,1,3 High,2 Medium,0 V. Low,0 V. Low,0 V. Low,7,62.08333333,
P-n21-k2.vrp,21,298,14,1,4 V. High,1 Low,1 Low,1 Low,1 Low,5,46.5625,
P-n21-k2.vrp,21,298,14,1,2 Medium,3 High,1 Low,1 Low,1 Low,5,46.5625,
P-n21-k2.vrp,21,298,14,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,4,37.25,
P-n21-k2.vrp,21,298,14,1,1 Low,3 High,3 High,3 High,3 High,3,31.04166667,
P-n21-k2.vrp,21,298,14,1,2 Medium,2 Medium,4 V. High,4 V. High,4 V. High,3,26.60714286,
P-n21-k2.vrp,21,298,14,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,4,37.25,
P-n21-k2.vrp,21,298,14,1,1 Low,3 High,2 Medium,2 Medium,2 Medium,4,37.25,
P-n21-k2.vrp,21,298,14,1,0 V. Low,3 High,3 High,3 High,3 High,3,31.04166667,
P-n21-k2.vrp,21,298,14,1,2 Medium,2 Medium,3 High,3 High,3 High,3,31.04166667,
P-n21-k2.vrp,21,298,14,1,3 High,2 Medium,1 Low,1 Low,1 Low,5,46.5625,
P-n21-k2.vrp,21,298,14,14,0 V. Low,0 V. Low,0 V. Low,0 V. Low,0 V. Low,10,93.125,
P-n22-k2.vrp,22,308,14,1,2 Medium,4 V. High,0 V. Low,0 V. Low,0 V. Low,7,64.16666667,
P-n22-k2.vrp,22,308,14,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,3,27.5,
P-n22-k2.vrp,22,308,14,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,4,38.5,
P-n22-k2.vrp,22,308,14,1,0 V. Low,4 V. High,2 Medium,2 Medium,2 Medium,4,38.5,
P-n22-k2.vrp,22,308,14,1,2 Medium,2 Medium,1 Low,1 Low,1 Low,5,48.125,
P-n22-k2.vrp,22,308,14,1,0 V. Low,3 High,1 Low,1 Low,1 Low,5,48.125,
P-n22-k2.vrp,22,308,14,1,1 Low,2 Medium,3 High,3 High,3 High,3,32.08333333,
P-n22-k2.vrp,22,308,14,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,4,38.5,
P-n22-k2.vrp,22,308,14,1,3 High,1 Low,1 Low,1 Low,1 Low,5,48.125,
P-n22-k2.vrp,22,308,14,1,2 Medium,1 Low,1 Low,1 Low,1 Low,5,48.125,
P-n22-k2.vrp,22,308,14,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,3,27.5,
P-n22-k2.vrp,22,308,14,1,3 High,0 V. Low,3 High,3 High,3 High,3,32.08333333,
P-n22-k2.vrp,22,308,14,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,4,38.5,
P-n22-k2.vrp,22,308,14,1,2 Medium,1 Low,1 Low,1 Low,1 Low,5,48.125,
P-n22-k2.vrp,22,308,14,14,0 V. Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,11,96.25,
P-n22-k2.vrp,22,308,14,14,4 V. High,0 V. Low,4 V. High,0 V. Low,4 V. High,11,96.25,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,3 High,4 V. High,3 High,1,62.5,
P-n22-k8.vrp,22,22500,1022,1,0 V. Low,4 V. High,3 High,1 Low,3 High,2,75,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,3 High,3 High,3 High,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,2 Medium,1 Low,2 Medium,2,75,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,3 High,3 High,3 High,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,2 Medium,1 Low,2 Medium,2,75,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,2 Medium,1 Low,2 Medium,2,75,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,1 Low,0 V. Low,1 Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,4 V. High,0 V. Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,2 Medium,3 High,2 Medium,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,4 V. High,4 V. High,4 V. High,1,62.5,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,3 High,4 V. High,3 High,1,62.5,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,3 High,4 V. High,3 High,1,62.5,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,2 Medium,1 Low,2 Medium,2,75,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,3 High,0 V. Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,0 V. Low,0 V. Low,0 V. Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,1 Low,0 V. Low,1 Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,1,1 Low,1 Low,1 Low,1 Low,1 Low,2,75,
P-n22-k8.vrp,22,22500,1022,1,2 Medium,0 V. Low,2 Medium,3 High,2 Medium,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,1,1 Low,2 Medium,3 High,3 High,3 High,2,68.18181818,
P-n22-k8.vrp,22,22500,1022,14,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,14,0 V. Low,4 V. High,4 V. High,4 V. High,4 V. High,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,14,3 High,3 High,4 V. High,4 V. High,4 V. High,2,83.33333333,
P-n22-k8.vrp,22,22500,1022,14,4 V. High,3 High,0 V. Low,0 V. Low,0 V. Low,2,93.75,
P-n23-k8.vrp,23,313,13,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,60.19230769,
P-n23-k8.vrp,23,313,13,1,0 V. Low,4 V. High,1 Low,1 Low,1 Low,2,78.25,
P-n23-k8.vrp,23,313,13,1,1 Low,3 High,1 Low,1 Low,1 Low,2,78.25,
P-n23-k8.vrp,23,313,13,1,1 Low,4 V. High,0 V. Low,0 V. Low,0 V. Low,2,86.94444444,
P-n23-k8.vrp,23,313,13,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,2,78.25,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,2 Medium,1 Low,0 V. Low,1 Low,0 V. Low,2,78.25,
P-n23-k8.vrp,23,313,13,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,4 V. High,0 V. Low,3 High,3 High,3 High,1,60.19230769,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,2 Medium,1 Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,1 Low,2 Medium,1 Low,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,3 High,3 High,3 High,1,60.19230769,
P-n23-k8.vrp,23,313,13,1,3 High,0 V. Low,3 High,3 High,3 High,1,60.19230769,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,55.89285714,
P-n23-k8.vrp,23,313,13,1,4 V. High,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,1 Low,2 Medium,2 Medium,2 Medium,2 Medium,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,2 Medium,2 Medium,2 Medium,2 Medium,2 Medium,2,71.13636364,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,1,65.20833333,
P-n23-k8.vrp,23,313,13,14,4 V. High,0 V. Low,0 V. Low,0 V. Low,0 V. Low,2,86.94444444,
P-n23-k8.vrp,23,313,13,14,0 V. Low,4 V. High,4 V. High,0 V. Low,4 V. High,2,86.94444444,
P-n40-k5.vrp,40,618,15,1,0 V. Low,4 V. High,2 Medium,1 Low,2 Medium,3,33.95604396,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.42857143,
P-n40-k5.vrp,40,618,15,1,3 High,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.42857143,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.58928571,
P-n40-k5.vrp,40,618,15,1,4 V. High,1 Low,0 V. Low,0 V. Low,0 V. Low,4,49.04761905,
P-n40-k5.vrp,40,618,15,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,19.19254658,
P-n40-k5.vrp,40,618,15,1,4 V. High,0 V. Low,4 V. High,4 V. High,4 V. High,1,18.39285714,
P-n40-k5.vrp,40,618,15,1,3 High,1 Low,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,4 V. High,0 V. Low,3 High,3 High,3 High,2,23.23308271,
P-n40-k5.vrp,40,618,15,1,4 V. High,0 V. Low,3 High,3 High,3 High,2,22.07142857,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,2 Medium,2 Medium,2 Medium,2,29.42857143,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,27.58928571,
P-n40-k5.vrp,40,618,15,1,1 Low,2 Medium,0 V. Low,0 V. Low,0 V. Low,5,63.06122449,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,1 Low,1 Low,1 Low,3,36.78571429,
P-n40-k5.vrp,40,618,15,1,1 Low,2 Medium,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,2 Medium,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,4,49.04761905,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,3,40.12987013,
P-n40-k5.vrp,40,618,15,1,2 Medium,1 Low,0 V. Low,0 V. Low,0 V. Low,4,49.04761905,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,24.52380952,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
P-n40-k5.vrp,40,618,15,1,3 High,0 V. Low,4 V. High,4 V. High,4 V. High,1,17.65714286,
P-n40-k5.vrp,40,618,15,1,2 Medium,0 V. Low,2 Medium,2 Medium,2 Medium,2,25.96638655,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,0 V. Low,0 V. Low,0 V. Low,5,55.17857143,
P-n40-k5.vrp,40,618,15,1,1 Low,1 Low,1 Low,1 Low,1 Low,4,44.14285714,
