0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n55-k7.vrp,n,5,obj0Min,2134.61355,obj0Max,2168.46209,obj1Min,1948,obj1Max,1963,obj2Min,1.719362397,obj2Max,1.875191733
D,2168.46209,T,1951,cBag=1.7196833633229622,,,,,,,,,,,,
D,2145.090751,T,1963,cBag=1.7193623972234156,,,,,,,,,,,,
D,2148.767751,T,1948,cBag=1.874285822349497,,,,,,,,,,,,
D,2134.61355,T,1961,cBag=1.8751917325287069,,,,,,,,,,,,
D,2152.86904,T,1962,cBag=1.7200438365669497,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n55-k8.vrp,n,1,obj0Min,2171.497521,obj0Max,2171.497521,obj1Min,1981,obj1Max,1981,obj2Min,1.725782351,obj2Max,1.725782351
D,2171.497521,T,1981,cBag=1.7257823511784813,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n55-k10.vrp,n,2,obj0Min,2250.903858,obj0Max,2260.698004,obj1Min,2059,obj1Max,2076,obj2Min,2.22293826,obj2Max,2.382491124
D,2260.698004,T,2059,cBag=2.222938259598711,,,,,,,,,,,,
D,2250.903858,T,2076,cBag=2.382491124221953,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n55-k15.vrp,n,5,obj0Min,2527.190943,obj0Max,2770.884221,obj1Min,2446,obj1Max,2572,obj2Min,3.323026347,obj2Max,3.746311901
D,2527.190943,T,2453,cBag=3.7449916894223274,,,,,,,,,,,,
D,2565.02183,T,2449,cBag=3.4336924703604326,,,,,,,,,,,,
D,2605.873488,T,2446,cBag=3.4377036450335834,,,,,,,,,,,,
D,2770.884221,T,2572,cBag=3.3230263473238666,,,,,,,,,,,,
D,2549.205131,T,2447,cBag=3.746311900504804,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n60-k10.vrp,n,2,obj0Min,2669.616537,obj0Max,2793.113653,obj1Min,2459,obj1Max,2546,obj2Min,2.183416488,obj2Max,2.299951618
D,2793.113653,T,2546,cBag=2.1834164880373645,,,,,,,,,,,,
D,2669.616537,T,2459,cBag=2.2999516179689103,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n60-k15.vrp,n,4,obj0Min,2621.121315,obj0Max,2663.493557,obj1Min,2502,obj1Max,2548,obj2Min,3.029155561,obj2Max,3.322990471
D,2621.121315,T,2548,cBag=3.3229904707345645,,,,,,,,,,,,
D,2645.015399,T,2513,cBag=3.174662082591296,,,,,,,,,,,,
D,2663.493557,T,2502,cBag=3.030007712651762,,,,,,,,,,,,
D,2646.687232,T,2507,cBag=3.0291555609545613,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n65-k10.vrp,n,3,obj0Min,2836.678179,obj0Max,2866.461341,obj1Min,2594,obj1Max,2634,obj2Min,2.049200965,obj2Max,2.177761564
D,2850.052773,T,2634,cBag=2.0510715130807746,,,,,,,,,,,,
D,2866.461341,T,2613,cBag=2.0492009654168344,,,,,,,,,,,,
D,2836.678179,T,2594,cBag=2.1777615643033927,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n70-k10.vrp,n,3,obj0Min,3209.906048,obj0Max,3557.655061,obj1Min,2892,obj1Max,3162,obj2Min,2.047711837,obj2Max,2.103138813
D,3557.655061,T,3162,cBag=2.0477118371310974,,,,,,,,,,,,
D,3239.49796,T,2892,cBag=2.1031388129041777,,,,,,,,,,,,
D,3209.906048,T,2901,cBag=2.1018728161171842,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n76-k4.vrp,n,5,obj0Min,3288.713613,obj0Max,4070.998058,obj1Min,2487,obj1Max,2927,obj2Min,1.198785394,obj2Max,1.441855545
D,3288.713613,T,2927,cBag=1.432682912524509,,,,,,,,,,,,
D,3302.925779,T,2889,cBag=1.308095539700072,,,,,,,,,,,,
D,3379.002369,T,2919,cBag=1.1987853938036335,,,,,,,,,,,,
D,4065.73473,T,2535,cBag=1.4418555450099872,,,,,,,,,,,,
D,4070.998058,T,2487,cBag=1.3150342909131663,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n76-k5.vrp,n,2,obj0Min,3189.323399,obj0Max,3225.629516,obj1Min,2831,obj1Max,2837,obj2Min,1.293840655,obj2Max,1.530315863
D,3225.629516,T,2837,cBag=1.2938406549869557,,,,,,,,,,,,
D,3189.323399,T,2831,cBag=1.5303158634405085,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,14,P-n101-k4.vrp,n,1,obj0Min,4448.706276,obj0Max,4448.706276,obj1Min,3854,obj1Max,3854,obj2Min,1.448078624,obj2Max,1.448078624
D,4448.706276,T,3854,cBag=1.448078624309894,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n32-k5.vrp,n,1,obj0Min,2242.238719,obj0Max,2242.238719,obj1Min,1968,obj1Max,1968,obj2Min,3.599858366,obj2Max,3.599858366
D,2242.238719,T,1968,cBag=3.5998583662617576,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n33-k5.vrp,n,4,obj0Min,1875.107557,obj0Max,1959.515265,obj1Min,1718,obj1Max,1781,obj2Min,3.135567906,obj2Max,3.468582027
D,1908.447365,T,1781,cBag=3.137866237070998,,,,,,,,,,,,
D,1875.107557,T,1718,cBag=3.4685820272038317,,,,,,,,,,,,
D,1959.515265,T,1746,cBag=3.135567905911234,,,,,,,,,,,,
D,1946.803319,T,1770,cBag=3.1429954894140577,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n33-k6.vrp,n,2,obj0Min,1871.771361,obj0Max,1877.275868,obj1Min,1702,obj1Max,1709,obj2Min,2.854050419,obj2Max,3.158590109
D,1871.771361,T,1709,cBag=3.1585901094324575,,,,,,,,,,,,
D,1877.275868,T,1702,cBag=2.8540504188075757,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n34-k5.vrp,n,2,obj0Min,2277.088517,obj0Max,2293.800967,obj1Min,2067,obj1Max,2101,obj2Min,3.264727637,obj2Max,3.63178121
D,2277.088517,T,2101,cBag=3.6317812098850326,,,,,,,,,,,,
D,2293.800967,T,2067,cBag=3.2647276371945226,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n36-k5.vrp,n,2,obj0Min,2269.853818,obj0Max,3477.208575,obj1Min,1949,obj1Max,2034,obj2Min,3.376409268,obj2Max,3.657541636
D,3477.208575,T,1949,cBag=3.657541636281058,,,,,,,,,,,,
D,2269.853818,T,2034,cBag=3.376409268469096,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n37-k5.vrp,n,1,obj0Min,2004.5449,obj0Max,2004.5449,obj1Min,1793,obj1Max,1793,obj2Min,3.47206819,obj2Max,3.47206819
D,2004.5449,T,1793,cBag=3.472068189844677,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n37-k6.vrp,n,2,obj0Min,2643.958086,obj0Max,2738.453392,obj1Min,2394,obj1Max,2420,obj2Min,3.118145782,obj2Max,3.128419381
D,2738.453392,T,2394,cBag=3.128419380516826,,,,,,,,,,,,
D,2643.958086,T,2420,cBag=3.1181457824724745,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n38-k5.vrp,n,3,obj0Min,2442.237954,obj0Max,2640.418774,obj1Min,2155,obj1Max,2309,obj2Min,3.300860102,obj2Max,3.535845822
D,2640.418774,T,2295,cBag=3.301307685107655,,,,,,,,,,,,
D,2614.647087,T,2309,cBag=3.300860102185268,,,,,,,,,,,,
D,2442.237954,T,2155,cBag=3.5358458223923126,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n39-k5.vrp,n,6,obj0Min,2609.943962,obj0Max,3768.102931,obj1Min,2210,obj1Max,2420,obj2Min,3.396670053,obj2Max,4.628028911
D,2712.976709,T,2380,cBag=3.3966700525142746,,,,,,,,,,,,
D,3768.102931,T,2210,cBag=3.930248511433577,,,,,,,,,,,,
D,3645.41652,T,2299,cBag=4.628028911305368,,,,,,,,,,,,
D,3714.253769,T,2292,cBag=4.2967740863357715,,,,,,,,,,,,
D,2609.943962,T,2420,cBag=3.733396723163528,,,,,,,,,,,,
D,2627.72126,T,2416,cBag=3.736091341868178,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n39-k6.vrp,n,3,obj0Min,2583.451653,obj0Max,3731.066415,obj1Min,2198,obj1Max,2294,obj2Min,3.305348184,obj2Max,3.629398942
D,3731.066415,T,2198,cBag=3.5363778906877594,,,,,,,,,,,,
D,2583.451653,T,2294,cBag=3.6293989418353756,,,,,,,,,,,,
D,2584.727735,T,2261,cBag=3.30534818442169,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n44-k7.vrp,n,3,obj0Min,2962.339384,obj0Max,3007.610396,obj1Min,2563,obj1Max,2677,obj2Min,3.242965643,obj2Max,3.525252119
D,3002.781557,T,2677,cBag=3.2819744600098764,,,,,,,,,,,,
D,2962.339384,T,2574,cBag=3.5252521192186466,,,,,,,,,,,,
D,3007.610396,T,2563,cBag=3.2429656426785116,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n45-k6.vrp,n,6,obj0Min,3416.364404,obj0Max,4251.144105,obj1Min,2609,obj1Max,3298,obj2Min,3.536598578,obj2Max,4.809025556
D,3876.948351,T,3298,cBag=3.5365985784357337,,,,,,,,,,,,
D,4213.26628,T,2774,cBag=4.809025556173596,,,,,,,,,,,,
D,4251.144105,T,2609,cBag=3.654610219630625,,,,,,,,,,,,
D,3422.649297,T,2983,cBag=3.8938448022709644,,,,,,,,,,,,
D,3416.364404,T,2987,cBag=3.617393988655862,,,,,,,,,,,,
D,3440.774416,T,2967,cBag=3.615464766702738,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n45-k7.vrp,n,1,obj0Min,3334.298641,obj0Max,3334.298641,obj1Min,2998,obj1Max,2998,obj2Min,3.371786973,obj2Max,3.371786973
D,3334.298641,T,2998,cBag=3.3717869732560453,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n46-k7.vrp,n,1,obj0Min,2955.288222,obj0Max,2955.288222,obj1Min,2671,obj1Max,2671,obj2Min,3.363132209,obj2Max,3.363132209
D,2955.288222,T,2671,cBag=3.3631322089583726,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n48-k7.vrp,n,1,obj0Min,3409.307786,obj0Max,3409.307786,obj1Min,3072,obj1Max,3072,obj2Min,3.452538356,obj2Max,3.452538356
D,3409.307786,T,3072,cBag=3.4525383562327283,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n53-k7.vrp,n,2,obj0Min,3665.43734,obj0Max,3793.079812,obj1Min,3211,obj1Max,3264,obj2Min,3.380407135,obj2Max,3.588940013
D,3665.43734,T,3211,cBag=3.588940013149713,,,,,,,,,,,,
D,3793.079812,T,3264,cBag=3.380407135488782,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n54-k7.vrp,n,3,obj0Min,4044.77233,obj0Max,4163.83882,obj1Min,3588,obj1Max,3605,obj2Min,3.521926968,obj2Max,3.751585617
D,4163.83882,T,3605,cBag=3.5219269684592844,,,,,,,,,,,,
D,4104.365623,T,3588,cBag=3.751585617224349,,,,,,,,,,,,
D,4044.77233,T,3589,cBag=3.7414624254520175,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n55-k9.vrp,n,3,obj0Min,3643.76089,obj0Max,3695.051768,obj1Min,3301,obj1Max,3311,obj2Min,3.061407696,obj2Max,3.257986751
D,3695.051768,T,3301,cBag=3.0614076959060266,,,,,,,,,,,,
D,3687.614395,T,3310,cBag=3.2579867511829845,,,,,,,,,,,,
D,3643.76089,T,3311,cBag=3.252109683110111,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n60-k9.vrp,n,3,obj0Min,4740.694798,obj0Max,5591.985333,obj1Min,3711,obj1Max,4126,obj2Min,3.444947275,obj2Max,3.641552978
D,4740.694798,T,4126,cBag=3.444947275422565,,,,,,,,,,,,
D,5591.985333,T,3861,cBag=3.5011607768520783,,,,,,,,,,,,
D,5441.43093,T,3711,cBag=3.641552978072228,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n61-k9.vrp,n,2,obj0Min,3687.355138,obj0Max,3704.031008,obj1Min,3349,obj1Max,3362,obj2Min,3.099628958,obj2Max,3.285672939
D,3687.355138,T,3362,cBag=3.2856729391060915,,,,,,,,,,,,
D,3704.031008,T,3349,cBag=3.099628958112962,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n62-k8.vrp,n,9,obj0Min,5079.997223,obj0Max,6212.114911,obj1Min,3156,obj1Max,4475,obj2Min,3.642588601,obj2Max,4.064920154
D,6163.986247,T,4174,cBag=3.9126690189193303,,,,,,,,,,,,
D,6148.521053,T,4186,cBag=3.91347471106526,,,,,,,,,,,,
D,6212.114911,T,3156,cBag=3.6425886011072044,,,,,,,,,,,,
D,5892.192077,T,4071,cBag=4.064920154151078,,,,,,,,,,,,
D,5927.735566,T,4046,cBag=4.063772252641424,,,,,,,,,,,,
D,5132.092933,T,4396,cBag=3.808533251286755,,,,,,,,,,,,
D,6094.348561,T,4275,cBag=3.9291115711869247,,,,,,,,,,,,
D,5082.073053,T,4431,cBag=3.810098973049712,,,,,,,,,,,,
D,5079.997223,T,4475,cBag=3.8217730901142333,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n63-k9.vrp,n,4,obj0Min,5574.111234,obj0Max,6393.901148,obj1Min,4158,obj1Max,4955,obj2Min,3.60376453,obj2Max,3.76079154
D,6393.901148,T,4610,cBag=3.603764529547145,,,,,,,,,,,,
D,5881.226699,T,4158,cBag=3.619362570171819,,,,,,,,,,,,
D,5574.111234,T,4955,cBag=3.760791540000803,,,,,,,,,,,,
D,5588.986854,T,4936,cBag=3.758432373394316,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n63-k10.vrp,n,3,obj0Min,4595.759175,obj0Max,5765.186386,obj1Min,3962,obj1Max,4084,obj2Min,3.212986935,obj2Max,3.509578119
D,4621.689574,T,4067,cBag=3.388559742649492,,,,,,,,,,,,
D,4595.759175,T,4084,cBag=3.212986935085095,,,,,,,,,,,,
D,5765.186386,T,3962,cBag=3.5095781193161035,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n64-k9.vrp,n,8,obj0Min,5091.619688,obj0Max,6114.524786,obj1Min,4188,obj1Max,4573,obj2Min,3.516721748,obj2Max,3.754792772
D,6113.221534,T,4353,cBag=3.6106685371152083,,,,,,,,,,,,
D,5121.897395,T,4445,cBag=3.6889882019485936,,,,,,,,,,,,
D,5180.822055,T,4416,cBag=3.6902785146165327,,,,,,,,,,,,
D,5191.282414,T,4494,cBag=3.5167217481802227,,,,,,,,,,,,
D,5091.619688,T,4446,cBag=3.6850465842645614,,,,,,,,,,,,
D,5151.898455,T,4573,cBag=3.5299199518995863,,,,,,,,,,,,
D,6114.524786,T,4285,cBag=3.5948106131306625,,,,,,,,,,,,
D,6038.156157,T,4188,cBag=3.754792771680232,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n65-k9.vrp,n,3,obj0Min,4784.60185,obj0Max,5916.263605,obj1Min,4134,obj1Max,4489,obj2Min,3.407698044,obj2Max,3.789056832
D,5916.263605,T,4134,cBag=3.7890568321641434,,,,,,,,,,,,
D,5254.283628,T,4489,cBag=3.4076980438554885,,,,,,,,,,,,
D,4784.60185,T,4184,cBag=3.4624839412262984,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n69-k9.vrp,n,6,obj0Min,4921.78631,obj0Max,5629.707481,obj1Min,3733,obj1Max,4406,obj2Min,3.443639971,obj2Max,4.343814816
D,5622.319778,T,3892,cBag=3.6404868805668245,,,,,,,,,,,,
D,5629.707481,T,3876,cBag=3.4436399707593877,,,,,,,,,,,,
D,5366.867689,T,3733,cBag=4.343814816042039,,,,,,,,,,,,
D,5117.094102,T,4403,cBag=3.4973964614571385,,,,,,,,,,,,
D,5082.044694,T,4406,cBag=3.4932535257467383,,,,,,,,,,,,
D,4921.78631,T,4327,cBag=3.6464485185947133,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,A-n80-k10.vrp,n,6,obj0Min,6784.471683,obj0Max,7896.312167,obj1Min,5742,obj1Max,6346,obj2Min,3.970561065,obj2Max,4.089944275
D,7400.356606,T,6346,cBag=4.007475289732979,,,,,,,,,,,,
D,6784.471683,T,6027,cBag=4.037349455369202,,,,,,,,,,,,
D,7845.232416,T,5913,cBag=3.97079850596956,,,,,,,,,,,,
D,7896.312167,T,5882,cBag=3.9705610653085137,,,,,,,,,,,,
D,7695.106894,T,5742,cBag=4.08994427456367,,,,,,,,,,,,
D,6851.793325,T,6011,cBag=4.042314032956928,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n31-k5.vrp,n,1,obj0Min,1496.010599,obj0Max,1496.010599,obj1Min,1430,obj1Max,1430,obj2Min,3.109303981,obj2Max,3.109303981
D,1496.010599,T,1430,cBag=3.1093039806879568,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n34-k5.vrp,n,3,obj0Min,1919.35767,obj0Max,2999.445067,obj1Min,1660,obj1Max,1797,obj2Min,3.066797445,obj2Max,3.28869819
D,1924.157541,T,1782,cBag=3.0667974449452196,,,,,,,,,,,,
D,1919.35767,T,1797,cBag=3.072133145207804,,,,,,,,,,,,
D,2999.445067,T,1660,cBag=3.2886981899742858,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n35-k5.vrp,n,2,obj0Min,2637.439197,obj0Max,3777.453168,obj1Min,2294,obj1Max,2409,obj2Min,3.685080975,obj2Max,3.937670528
D,3777.453168,T,2294,cBag=3.937670527897937,,,,,,,,,,,,
D,2637.439197,T,2409,cBag=3.6850809750218962,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n38-k6.vrp,n,1,obj0Min,2001.341275,obj0Max,2001.341275,obj1Min,1869,obj1Max,1869,obj2Min,3.109290877,obj2Max,3.109290877
D,2001.341275,T,1869,cBag=3.1092908772299173,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n39-k5.vrp,n,3,obj0Min,1911.07534,obj0Max,2983.355337,obj1Min,1696,obj1Max,1817,obj2Min,3.197717761,obj2Max,3.58043889
D,2983.355337,T,1696,cBag=3.427846760168394,,,,,,,,,,,,
D,1911.07534,T,1817,cBag=3.1977177608402125,,,,,,,,,,,,
D,1993.103519,T,1791,cBag=3.58043889023769,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n41-k6.vrp,n,3,obj0Min,2370.650116,obj0Max,2569.85052,obj1Min,2203,obj1Max,2304,obj2Min,3.078434763,obj2Max,3.301816786
D,2370.650116,T,2225,cBag=3.2987055794505085,,,,,,,,,,,,
D,2423.334341,T,2203,cBag=3.3018167863373695,,,,,,,,,,,,
D,2569.85052,T,2304,cBag=3.0784347634064773,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n43-k6.vrp,n,3,obj0Min,2181.722022,obj0Max,2208.855711,obj1Min,2006,obj1Max,2065,obj2Min,3.15477182,obj2Max,3.17132721
D,2208.855711,T,2006,cBag=3.1547718200304464,,,,,,,,,,,,
D,2201.262682,T,2043,cBag=3.167270122476277,,,,,,,,,,,,
D,2181.722022,T,2065,cBag=3.17132721033402,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n44-k7.vrp,n,1,obj0Min,2682.77657,obj0Max,2682.77657,obj1Min,2472,obj1Max,2472,obj2Min,3.051926457,obj2Max,3.051926457
D,2682.77657,T,2472,cBag=3.051926456613621,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n45-k5.vrp,n,6,obj0Min,2819.587707,obj0Max,3734.958947,obj1Min,2083,obj1Max,2712,obj2Min,3.495261127,obj2Max,3.758732142
D,3642.25488,T,2083,cBag=3.7587321418612962,,,,,,,,,,,,
D,3734.958947,T,2260,cBag=3.5164407341356867,,,,,,,,,,,,
D,3542.786845,T,2137,cBag=3.7570083557074487,,,,,,,,,,,,
D,3042.909958,T,2712,cBag=3.5358445783132417,,,,,,,,,,,,
D,2819.587707,T,2455,cBag=3.7137690569651562,,,,,,,,,,,,
D,3077.751348,T,2593,cBag=3.495261126992586,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n45-k6.vrp,n,2,obj0Min,2037.352607,obj0Max,2520.895744,obj1Min,1917,obj1Max,2252,obj2Min,2.921190544,obj2Max,2.989476782
D,2520.895744,T,2252,cBag=2.9211905440636263,,,,,,,,,,,,
D,2037.352607,T,1917,cBag=2.9894767820672805,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n50-k7.vrp,n,1,obj0Min,2657.01456,obj0Max,2657.01456,obj1Min,2392,obj1Max,2392,obj2Min,3.181068479,obj2Max,3.181068479
D,2657.01456,T,2392,cBag=3.181068478642664,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n50-k8.vrp,n,2,obj0Min,3598.690079,obj0Max,3610.283309,obj1Min,3280,obj1Max,3324,obj2Min,3.25224918,obj2Max,3.262376516
D,3598.690079,T,3324,cBag=3.2623765159184135,,,,,,,,,,,,
D,3610.283309,T,3280,cBag=3.252249179781368,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n51-k7.vrp,n,2,obj0Min,3707.615265,obj0Max,6240.138983,obj1Min,3289,obj1Max,3353,obj2Min,3.53273536,obj2Max,3.947216756
D,3707.615265,T,3353,cBag=3.532735359599752,,,,,,,,,,,,
D,6240.138983,T,3289,cBag=3.947216755918447,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n52-k7.vrp,n,3,obj0Min,2871.881492,obj0Max,2960.410804,obj1Min,2614,obj1Max,2663,obj2Min,3.344831789,obj2Max,3.596386361
D,2889.947152,T,2614,cBag=3.5856828660004707,,,,,,,,,,,,
D,2960.410804,T,2663,cBag=3.3448317888420784,,,,,,,,,,,,
D,2871.881492,T,2657,cBag=3.5963863607533884,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n56-k7.vrp,n,2,obj0Min,2832.730514,obj0Max,2861.267784,obj1Min,2636,obj1Max,2638,obj2Min,3.258164724,obj2Max,3.262935602
D,2832.730514,T,2638,cBag=3.258164724247328,,,,,,,,,,,,
D,2861.267784,T,2636,cBag=3.2629356018435507,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n57-k7.vrp,n,5,obj0Min,4428.072152,obj0Max,5034.8475,obj1Min,3354,obj1Max,3948,obj2Min,3.689924186,obj2Max,3.763133801
D,5034.8475,T,3354,cBag=3.6899241857373055,,,,,,,,,,,,
D,4489.779995,T,3928,cBag=3.7631338011198707,,,,,,,,,,,,
D,4459.000926,T,3929,cBag=3.758254100918723,,,,,,,,,,,,
D,4978.912997,T,3412,cBag=3.6971776479778593,,,,,,,,,,,,
D,4428.072152,T,3948,cBag=3.7585142637509854,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n57-k9.vrp,n,2,obj0Min,4468.853577,obj0Max,4490.082887,obj1Min,4006,obj1Max,4034,obj2Min,3.490086797,obj2Max,3.493967458
D,4490.082887,T,4006,cBag=3.490086796792641,,,,,,,,,,,,
D,4468.853577,T,4034,cBag=3.493967457706081,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n63-k10.vrp,n,2,obj0Min,5073.411052,obj0Max,5154.049933,obj1Min,4588,obj1Max,4592,obj2Min,3.428876185,obj2Max,3.595649776
D,5154.049933,T,4592,cBag=3.428876184544288,,,,,,,,,,,,
D,5073.411052,T,4588,cBag=3.5956497755402466,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n64-k9.vrp,n,2,obj0Min,3169.087312,obj0Max,3213.300906,obj1Min,2983,obj1Max,3014,obj2Min,2.975576544,obj2Max,2.976746259
D,3213.300906,T,2983,cBag=2.9755765443988413,,,,,,,,,,,,
D,3169.087312,T,3014,cBag=2.9767462591777223,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n66-k9.vrp,n,2,obj0Min,4817.294264,obj0Max,5958.785143,obj1Min,4104,obj1Max,4238,obj2Min,3.353337316,obj2Max,3.477326204
D,4817.294264,T,4238,cBag=3.353337315814974,,,,,,,,,,,,
D,5958.785143,T,4104,cBag=3.477326204168236,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n67-k10.vrp,n,6,obj0Min,4063.91198,obj0Max,5183.36478,obj1Min,3447,obj1Max,3616,obj2Min,3.129743883,obj2Max,3.418383261
D,4063.91198,T,3616,cBag=3.129743882706931,,,,,,,,,,,,
D,5009.884533,T,3510,cBag=3.4092133300021366,,,,,,,,,,,,
D,5144.218958,T,3473,cBag=3.4183832614168175,,,,,,,,,,,,
D,5103.131905,T,3487,cBag=3.416170267757201,,,,,,,,,,,,
D,5183.36478,T,3447,cBag=3.2368838800711215,,,,,,,,,,,,
D,5114.348535,T,3480,cBag=3.235257749281038,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n68-k9.vrp,n,4,obj0Min,5294.539802,obj0Max,6080.520945,obj1Min,4235,obj1Max,4634,obj2Min,3.610825755,obj2Max,3.811518113
D,6080.520945,T,4326,cBag=3.6470979099106966,,,,,,,,,,,,
D,6010.603936,T,4235,cBag=3.811518112922463,,,,,,,,,,,,
D,5365.899153,T,4623,cBag=3.6181722830790544,,,,,,,,,,,,
D,5294.539802,T,4634,cBag=3.6108257548133107,,,,,,,,,,,,
0,1,2,3,4,5,6,7,8,9,,,,,,,
Grand front ,13,B-n78-k10.vrp,n,4,obj0Min,5329.192404,obj0Max,6152.442927,obj1Min,4349,obj1Max,4672,obj2Min,3.42979829,obj2Max,3.760635551
D,6152.442927,T,4349,cBag=3.621809842538341,,,,,,,,,,,,
